Ｍ,日付(yyyy.mm.dd),場所,開催,クラス名,レース名,枠番,馬番,馬名,性別,年齢,騎手,斤量,頭数,人気,着順,芝(内・外),距離,馬場状態,多頭出し,所属,調教師,走破タイム,着差,2角,3角,4角,上り3F,馬体重,馬体重増減,ブリンカー
,"2026. 5.24",新潟,1新8,1勝,１勝ｸﾗｽ,7,12,ニシノケンタマン,牡,4,西塚洸二, 58 ,15,4,１, ,ダ1800,稍,*,(美),深山雅史,1538,-0.1,3,2,3,37.3,462,-8,
,"2026. 5.24",新潟,1新8,ｵｰﾌﾟﾝ,韋駄天ＳＨ,5,9,エコロレジーナ,牝,6,菊沢一樹, 54 ,16,3,１, 内,芝1000,稍,,(美),菊沢隆徳,0551,-0.1,,,1,32.8,504,0,
,"2026. 5.24",新潟,1新8,2勝,火打山特･2勝,6,11,テセラリアン,牝,5,丹内祐次, 56 ,15,8,１, ,ダ1200,稍,,(美),鈴木慎太,1113,-0.3,,1,1,36.4,454,+6,B
,"2026. 5.24",新潟,1新8,1勝,二王子特･1勝,6,9,マイネルアレス,牡,4,丹内祐次, 58 ,14,1,１, 外,芝1800,稍,*,(美),相沢郁,1478,-0.3,,2,2,34.2,458,-2,B
,"2026. 5.24",新潟,1新8,1勝,１勝ｸﾗｽ,3,6,セイプリーズ,牝,4,上里直汰,53▲,16,2,１, 内,芝1200,稍,,(栗),宮徹,1101,-0.1,,5,4,34.5,428,0,
,"2026. 5.24",新潟,1新8,1勝,１勝ｸﾗｽ・若,8,14,リッキースタイル,牡,4,舟山瑠泉,56△,15,1,１, ,ダ1200,稍,,(美),水野貴広,1114,-0.0,,4,4,36.6,486,-4,
,"2026. 5.24",新潟,1新8,未勝利,未勝利,2,2,ホウオウストライク,牡,3,荻野極, 57 ,12,4,１, ,ダ1800,稍,,(栗),池江泰寿,1540,-0.2,1,1,1,39.0,476,+4,
,"2026. 5.24",新潟,1新8,未勝利,未勝利,8,15,ディアアズール,牝,3,丸山元気, 55 ,16,2,１, 内,芝2000,稍,,(美),森一誠,2038,-0.1,7,3,3,36.0,422,+4,
,"2026. 5.24",新潟,1新8,未勝利,障害未勝利,4,5,サングラデーション,セ,6,上野翔, 60 ,13,2,１, ,芝2890,稍,,(美),千葉直人,3115,-0.2,2,1,1,13.3,414,-4,
,"2026. 5.24",新潟,1新8,未勝利,未勝利,8,10,アイビーチーキー,牡,3,ゴンサル, 57 ,10,1,１, ,ダ1800,稍,,(美),加藤士津,1543,-0.5,3,2,2,40.4,494,+4,
,"2026. 5.24",新潟,1新8,未勝利,未勝利・牝,2,3,アーガイルショア,牝,3,斎藤新, 55 ,15,2,１, ,ダ1200,稍,,(栗),安田翔伍,1125,-0.0,,7,6,37.7,512,0,B
,"2026. 5.24",新潟,1新8,未勝利,未勝利,5,10,マイネルユーゲント,牡,3,小林美駒,54▲,16,2,１, 内,芝1200,稍,,(美),加藤士津,1106,-0.4,,1,1,36.0,452,+4,
,"2026. 5.23",新潟,1新7,1勝,１勝ｸﾗｽ,6,11,ヴェントインコーダ,牝,4,丸山元気, 56 ,15,3,１, ,ダ1200,稍,,(栗),角田晃一,1120,-0.0,,1,1,37.7,472,-12,
,"2026. 5.23",新潟,1新7,2勝,大日岳特･2勝,4,7,マリノトニトゥルス,牝,4,丸山元気, 56 ,16,5,１, 内,芝1200,稍,,(美),武市康男,1092,-0.1,,6,6,34.4,472,-2,
,"2026. 5.23",新潟,1新7,1勝,尖閣湾特･1勝,5,9,マイネルアズーロ,牡,4,杉原誠人, 58 ,15,1,１, 外,芝2000,稍,,(美),鹿戸雄一,2005,-0.0,,12,12,34.0,470,-2,
,"2026. 5.23",新潟,1新7,1勝,はやぶさ･1勝,8,16,カレンデュラ,牝,3,嶋田純次, 55 ,16,1,１, 内,芝1000,稍,,(美),室井潔,0560,-0.1,,,4,33.5,424,-6,
,"2026. 5.23",新潟,1新7,1勝,１勝ｸﾗｽ・牝,8,15,ハギノコラソン,牝,4,舟山瑠泉,54△,15,1,１, ,ダ1800,稍,,(栗),寺島良,1532,-0.6,8,3,3,38.2,474,+4,B
,"2026. 5.23",新潟,1新7,未勝利,未勝利,3,5,パーヴォ,牡,3,菊沢一樹, 57 ,16,4,１, 内,芝2400,稍,,(栗),吉田直弘,2277,-0.0,14,9,6,34.8,446,+6,
,"2026. 5.23",新潟,1新7,未勝利,未勝利・若,7,13,マシン,牡,3,小林美駒,54▲,15,1,１, ,ダ1800,稍,,(栗),石坂公一,1534,-0.2,2,2,2,38.2,470,0,
,"2026. 5.23",新潟,1新7,未勝利,未勝利,2,3,ミスターマーボー,牡,3,ゴンサル, 57 ,16,1,１, 内,芝1400,稍,,(美),青木孝文,1233,-0.0,,3,3,35.6,450,-2,
,"2026. 5.23",新潟,1新7,未勝利,未勝利,7,13,サトノカスターニャ,牝,3,小沢大仁, 55 ,16,5,１, 内,芝1400,稍,,(栗),吉岡辰弥,1233,-0.0,,2,2,35.7,434,-2,B
,"2026. 5.23",新潟,1新7,ｵｰﾌﾟﾝ,障害・オープ,4,4,コレペティトール,セ,6,井上敏樹,57▲,13,1,１, ,芝3290,稍,,(栗),中竹和也,3355,-1.1,3,1,1,13.1,476,0,
,"2026. 5.23",新潟,1新7,未勝利,未勝利,7,12,アイアンナックル,牡,3,森田誠也,54▲,15,5,１, ,ダ1200,稍,*,(美),尾形和幸,1122,-0.4,,5,5,36.9,442,-4,
,"2026. 5.23",新潟,1新7,未勝利,未勝利・牝,8,15,ウェルム,牝,3,ゴンサル, 55 ,15,3,１, ,ダ1800,稍,,(栗),小栗実,1560,-0.4,7,4,4,39.2,502,+2,
,"2026. 5.23",新潟,1新7,未勝利,障害未勝利,2,2,ランフォースマイル,牝,4,五十嵐雄, 57 ,14,4,１, ,芝2890,稍,,(美),秋本大介,3114,-0.3,2,2,1,13.2,478,+14,
,"2026. 5.17",新潟,1新6,1勝,１勝ｸﾗｽ,8,10,スーパーバイザー,牡,5,菊沢一樹, 58 ,11,2,１, ,ダ1200,良,,(美),菊沢隆徳,1123,-0.5,,2,2,36.4,478,-4,
,"2026. 5.17",新潟,1新6,3勝,弥彦Ｓ･3勝,3,6,エストゥペンダ,牝,4,荻野極, 56 ,16,1,１, 外,芝1800,良,,(美),高柳瑞樹,1491,-0.1,,12,12,32.5,448,0,
,"2026. 5.17",新潟,1新6,2勝,信濃川特･2勝,7,14,マリアイリダータ,牝,4,舟山瑠泉, 56 ,16,1,１, 外,芝2000,良,,(美),田中博康,2007,-0.3,,5,5,33.3,454,+4,
,"2026. 5.17",新潟,1新6,1勝,飛竜特別･1勝,4,7,ラヴェンデル,牝,4,斎藤新, 56 ,16,12,１, 内,芝1000,良,,(栗),吉村圭司,0553,-0.0,,,4,32.5,426,+8,B
,"2026. 5.17",新潟,1新6,1勝,１勝ｸﾗｽ,8,10,ゴルデールスカー,牡,6,舟山瑠泉,56△,10,2,１, ,ダ1800,良,,(栗),加藤公太,1544,-0.3,2,2,2,38.7,480,0,
,"2026. 5.17",新潟,1新6,1勝,１勝ｸﾗｽ,6,8,ベネスピラ,牡,4,荻野極, 58 ,13,1,１, 外,芝2000,良,,(美),鹿戸雄一,2014,-0.1,,1,1,34.2,452,+4,
,"2026. 5.17",新潟,1新6,未勝利,未勝利・牝,3,3,オーケーリアン,牝,3,富田暁, 55 ,13,5,１, ,ダ1800,良,,(栗),宮地貴稔,1556,-0.0,3,3,3,39.6,436,+4,
,"2026. 5.17",新潟,1新6,未勝利,未勝利・若,7,13,レゼルフォート,牝,3,舟山瑠泉,53△,16,1,１, 内,芝2000,良,,(栗),渡辺薫彦,2019,-0.1,8,9,5,36.1,418,-10,
,"2026. 5.17",新潟,1新6,未勝利,障害未勝利,5,8,ヴェールランス,牡,7,五十嵐雄, 60 ,14,2,１, ,芝2890,良,,(美),田村康仁,3109,-0.2,1,1,1,13.2,454,+4,
,"2026. 5.17",新潟,1新6,未勝利,未勝利・牝,6,10,マジンタクシー,牝,3,吉田隼人, 55 ,15,5,１, ,ダ1200,良,,(美),深山雅史,1127,-0.0,,2,2,37.9,496,-2,
,"2026. 5.17",新潟,1新6,未勝利,未勝利,6,6,エタンセル,牡,3,小林美駒,54▲,9,1,１, ,ダ1800,良,,(美),高木登,1549,-0.3,2,2,2,37.6,466,+2,
,"2026. 5.17",新潟,1新6,未勝利,障害未勝利,4,6,ライツフォル,牡,6,難波剛健, 60 ,14,1,１, ,芝2890,良,,(栗),高橋義忠,3112,-0.2,4,5,5,13.2,498,-2,
,"2026. 5.16",新潟,1新5,1勝,１勝ｸﾗｽ,5,10,サンタアニタ,牝,4,斎藤新, 56 ,16,3,１, 内,芝1400,良,,(美),斎藤誠,1219,-0.2,,1,1,34.2,480,0,
,"2026. 5.16",新潟,1新5,Ｇ３,新潟大賞ＨG3,2,3,グランディア,セ,7,西村淳也, 57 ,15,7,１, 外,芝2000,良,,(栗),中内田充,1589,-0.1,,8,8,33.7,488,-4,
,"2026. 5.16",新潟,1新5,2勝,中ノ岳特･2勝,1,1,アークドール,牡,5,武豊, 58 ,9,2,１, ,ダ1800,良,,(栗),松永幹夫,1543,-0.0,9,9,7,36.9,446,0,
,"2026. 5.16",新潟,1新5,1勝,石打特別･1勝,6,12,ルールーリマ,牝,4,ルメール, 56 ,16,1,１, 外,芝1800,良,,(美),大竹正博,1469,-0.2,,6,5,34.3,426,+2,
,"2026. 5.16",新潟,1新5,1勝,１勝ｸﾗｽ,8,9,ファルコンミノル,牡,6,ルメール, 58 ,9,2,１, ,ダ1800,良,,(美),中舘英二,1537,-0.4,4,3,3,38.1,444,0,
,"2026. 5.16",新潟,1新5,1勝,１勝ｸﾗｽ・牝,6,9,シャンハイナイト,牝,4,河原田菜,52★,13,5,１, ,ダ1200,良,,(美),村田一誠,1120,-0.8,,11,10,35.9,474,-4,B
,"2026. 5.16",新潟,1新5,未勝利,未勝利,1,1,アカウフリューゲル,牝,3,富田暁, 55 ,16,10,１, 内,芝1000,良,,(栗),清水久詞,0549,-0.7,,,1,32.7,492,-4,
,"2026. 5.16",新潟,1新5,未勝利,未勝利,1,1,アナザーフェイス,牡,3,荻野極, 57 ,16,1,１, 外,芝1800,良,*,(美),鹿戸雄一,1481,-0.1,,2,2,33.9,484,-2,
,"2026. 5.16",新潟,1新5,未勝利,未勝利,8,11,ボールドタワー,牡,3,ゴンサル, 57 ,11,2,１, ,ダ1800,良,,(美),鈴木慎太,1546,-0.2,2,3,3,38.0,484,-4,B
,"2026. 5.16",新潟,1新5,未勝利,未勝利,7,14,ミラキュラスアース,牝,3,西村淳也, 55 ,16,3,１, 外,芝1600,良,,(栗),奥村豊,1348,-0.0,,8,8,34.1,484,0,
,"2026. 5.16",新潟,1新5,未勝利,未勝利,8,14,シュヴァルツシルト,牡,3,小林美駒,54▲,15,1,１, ,ダ1200,良,,(美),田島俊明,1130,-0.2,,3,3,38.2,478,+6,
,"2026. 5.16",新潟,1新5,未勝利,未勝利,3,4,ハイロード,牡,3,斎藤新, 57 ,15,5,１, ,ダ1800,良,,(栗),浜田多実,1543,-0.1,1,1,1,39.4,450,-14,
,"2026. 5.10",新潟,1新4,1勝,１勝ｸﾗｽ,5,7,ジェニファー,牝,5,舟山瑠泉,54△,13,2,１, 内,芝1200,良,,(栗),浜田多実,1097,-0.2,,1,1,34.6,458,+2,
,"2026. 5.10",新潟,1新4,OP(L),谷川岳Ｓ(L),5,7,ランフォーヴァウ,牝,4,石川裕紀, 55 ,14,7,１, 内,芝1400,良,,(栗),福永祐一,1211,-0.0,,4,3,34.9,446,-6,B
,"2026. 5.10",新潟,1新4,2勝,五泉特Ｈ･2勝,7,11,マンオブザマッチ,牡,4,舟山瑠泉, 56 ,14,3,１, ,ダ1800,良,,(栗),高橋義忠,1521,-0.4,4,3,3,38.0,490,+2,
,"2026. 5.10",新潟,1新4,1勝,荒川峡特･1勝,7,12,キングズトゥルー,牡,4,丸田恭介, 58 ,14,3,１, 内,芝2400,良,*,(美),大竹正博,2265,-0.6,8,2,2,35.0,460,-2,B
,"2026. 5.10",新潟,1新4,1勝,１勝ｸﾗｽ・牝,8,14,ハッピーウィズユー,牝,4,舟山瑠泉,54△,15,6,１, ,ダ1200,良,,(美),小笠倫弘,1120,-0.2,,2,2,37.6,506,+4,B
,"2026. 5.10",新潟,1新4,1勝,１勝ｸﾗｽ・若,6,10,フォンメイリー,牝,7,大久保友,53▲,15,8,１, ,ダ1200,良,,(美),粕谷昌央,1116,-0.0,,3,3,37.2,486,-4,B
,"2026. 5.10",新潟,1新4,未勝利,未勝利,5,10,オタルイーグル,牡,3,亀田温心, 57 ,16,5,１, 内,芝1000,良,,(栗),高柳大輔,0558,-0.0,,,2,33.5,492,-6,B
,"2026. 5.10",新潟,1新4,未勝利,未勝利・牝,6,12,ファストフォワード,牝,3,小崎綾也, 55 ,16,1,１, 外,芝1800,良,,(栗),小林真也,1491,-0.3,,6,6,33.7,500,-6,
,"2026. 5.10",新潟,1新4,未勝利,障害未勝利,5,5,ニシノルアノーヴァ,牡,4,伴啓太, 59 ,12,3,１, ,芝2890,良,,(美),古賀慎明,3113,-0.0,4,3,3,13.2,490,-10,
,"2026. 5.10",新潟,1新4,未勝利,未勝利,3,5,ノリノドラゴン,牡,3,吉田隼人, 57 ,15,2,１, ,ダ1800,良,,(栗),荒川義之,1546,-0.1,2,2,2,38.3,440,+2,
,"2026. 5.10",新潟,1新4,未勝利,未勝利,6,10,エコログロウ,牡,3,舟山瑠泉,55△,15,1,１, ,ダ1200,良,,(栗),牧浦充徳,1128,-0.3,,1,1,38.3,574,+6,
,"2026. 5.10",新潟,1新4,未勝利,未勝利・牝,7,13,ヴァイヴァーイ,牝,3,小崎綾也, 55 ,15,1,１, ,ダ1800,良,,(栗),小崎憲,1569,-0.2,4,4,5,40.2,464,+10,
,"2026. 5. 9",新潟,1新3,1勝,１勝ｸﾗｽ,8,11,ハイクオリティ,牡,4,ゴンサル, 58 ,12,1,１, ,ダ1800,稍,,(栗),今野貞一,1548,-0.4,1,1,1,40.9,476,+2,B
,"2026. 5. 9",新潟,1新3,3勝,駿風Ｓ･3勝,8,16,シュラフ,牝,4,嶋田純次, 56 ,16,6,１, 内,芝1000,良,,(美),佐藤吉勝,0567,-0.0,,,10,33.3,444,+2,B
,"2026. 5. 9",新潟,1新3,1勝,粟島特別･1勝,3,3,スピンザブラッド,牡,5,舟山瑠泉, 58 ,13,4,１, 外,芝1800,良,,(美),萩原清,1479,-0.1,,4,4,35.2,432,-4,
,"2026. 5. 9",新潟,1新3,1勝,ゆきつば･1勝,7,11,トップアタック,牡,3,小沢大仁, 57 ,14,7,１, 内,芝1200,良,,(栗),小椋研介,1098,-0.0,,2,2,35.7,464,+4,
,"2026. 5. 9",新潟,1新3,1勝,１勝ｸﾗｽ・牝,2,3,ヴァズレーヌ,牝,5,小崎綾也, 56 ,15,3,１, ,ダ1800,稍,,(美),嘉藤貴行,1560,-0.9,4,4,4,40.4,482,0,
,"2026. 5. 9",新潟,1新3,1勝,１勝ｸﾗｽ,7,12,ピコテンダー,牝,4,舟山瑠泉,53△,15,1,１, ,ダ1200,稍,,(美),上原佑紀,1123,-0.8,,2,2,38.7,482,0,B
,"2026. 5. 9",新潟,1新3,未勝利,未勝利,8,15,タイキアロハ,牡,3,菊沢一樹, 57 ,16,6,１, 内,芝2000,良,*,(美),西田雄一,2065,-0.0,6,6,6,36.1,486,+6,
,"2026. 5. 9",新潟,1新3,未勝利,未勝利・若,5,10,ソードスレイプニル,牝,3,横山琉人, 55 ,16,3,１, 内,芝1200,良,,(美),鈴木慎太,1102,-0.0,,8,6,35.7,448,0,
,"2026. 5. 9",新潟,1新3,ｵｰﾌﾟﾝ,障害・オープ,8,11,ルドヴィクス,牡,8,上野翔, 60 ,11,6,１, ,芝2890,稍,,(美),久保田貴,3109,-0.5,2,2,2,13.2,532,+14,
,"2026. 5. 9",新潟,1新3,未勝利,未勝利・牝,8,15,フレンズプラス,牝,3,ゴンサル, 55 ,15,1,１, ,ダ1200,稍,,(栗),宮本博,1129,-0.4,,3,3,38.7,412,+2,
,"2026. 5. 9",新潟,1新3,未勝利,未勝利,3,3,ベストブラザーズ,牡,3,小林美駒,54▲,10,1,１, ,ダ1800,稍,,(美),辻哲英,1554,-1.1,1,1,1,39.8,490,0,
,"2026. 5. 9",新潟,1新3,未勝利,障害未勝利,2,2,ブラックバラード,セ,5,伴啓太, 60 ,13,3,１, ,芝2890,稍,,(美),嘉藤貴行,3100,-1.4,3,2,2,13.1,458,-2,
,"2026. 5. 3",新潟,1新2,1勝,１勝ｸﾗｽ,2,3,タケルハーロック,牡,4,亀田温心, 58 ,15,2,１, ,ダ1200,稍,,(栗),高柳大輔,1117,-0.2,,5,5,36.6,498,0,B
,"2026. 5. 3",新潟,1新2,ｵｰﾌﾟﾝ,越後Ｓ,3,4,ブレーザー,牡,5,斎藤新, 58 ,15,8,１, ,ダ1200,稍,,(美),伊坂重信,1101,-0.4,,5,4,35.9,522,-10,
,"2026. 5. 3",新潟,1新2,2勝,邁進特Ｈ･2勝,8,16,カウンターセブン,牡,4,小林美駒, 56 ,16,1,１, 内,芝1000,良,*,(美),村田一誠,0545,-0.2,,,3,32.4,514,-10,B
,"2026. 5. 3",新潟,1新2,2勝,咲花特別･2勝,4,4,レイバックスピン,牝,4,丹内祐次, 56 ,12,1,１, ,ダ1800,稍,,(栗),牧浦充徳,1536,-0.6,2,2,1,37.2,482,-4,
,"2026. 5. 3",新潟,1新2,1勝,１勝ｸﾗｽ,4,4,マドモアゼルアスク,牝,4,小沢大仁, 56 ,12,2,１, 外,芝1800,良,,(栗),藤原英昭,1473,-0.0,,3,3,34.5,448,-2,
,"2026. 5. 3",新潟,1新2,1勝,１勝ｸﾗｽ・牝,1,1,メランジェ,牝,4,丹内祐次, 56 ,16,3,１, 内,芝1400,良,,(美),田中剛,1218,-0.3,,13,12,34.0,452,0,
,"2026. 5. 3",新潟,1新2,1勝,１勝ｸﾗｽ・若,7,10,ラストレガシー,牡,4,舟山瑠泉,56△,13,1,１, ,ダ1800,稍,,(美),手塚貴久,1533,-0.5,4,5,4,38.0,488,+6,B
,"2026. 5. 3",新潟,1新2,未勝利,未勝利,7,11,ワールドブレイヴ,牡,3,菊沢一樹, 57 ,14,4,１, 外,芝1800,良,,(美),平岩大典,1502,-0.0,,3,3,34.0,500,+2,
,"2026. 5. 3",新潟,1新2,未勝利,障害未勝利,4,5,コレペティトール,セ,6,井上敏樹,57▲,14,1,１, ,芝2890,良,,(栗),中竹和也,3090,-2.3,5,2,1,13.1,476,-2,
,"2026. 5. 3",新潟,1新2,未勝利,未勝利,8,14,カシノスパーク,牡,3,石神深道,54▲,14,7,１, ,ダ1800,稍,,(美),天間昭一,1551,-0.1,7,6,6,38.9,464,+6,
,"2026. 5. 3",新潟,1新2,未勝利,未勝利,7,13,エコロボルト,セ,3,丸山元気, 57 ,15,3,１, ,ダ1200,稍,,(栗),森秀行,1126,-0.0,,3,3,37.5,494,+2,
,"2026. 5. 3",新潟,1新2,未勝利,未勝利・牝,8,16,オモイヲノセテ,牝,3,横山琉人, 55 ,16,5,１, 内,芝2000,稍,,(栗),高橋義忠,2024,-0.1,12,9,9,35.5,460,+8,
,"2026. 5. 2",新潟,1新1,1勝,１勝ｸﾗｽ,4,8,レジーナローズ,牝,6,菊沢一樹, 56 ,16,3,１, 内,芝1000,稍,*,(美),鈴木慎太,0561,-0.3,,,9,33.1,450,-10,
,"2026. 5. 2",新潟,1新1,3勝,三条Ｓ･3勝,3,5,クインズショコラ,牝,4,田山旺佑, 56 ,15,1,１, ,ダ1800,重,,(栗),新谷功一,1529,-0.8,5,4,3,38.1,500,0,
,"2026. 5. 2",新潟,1新1,2勝,胎内川特･2勝,3,4,マイネルフルムーン,牡,4,斎藤新, 58 ,15,3,１, 外,芝1800,稍,,(栗),吉田直弘,1477,-0.0,,4,3,35.0,474,0,
,"2026. 5. 2",新潟,1新1,1勝,わらび賞･1勝,6,11,タガノエルー,牡,3,小崎綾也, 57 ,15,1,１, ,ダ1800,重,,(栗),宮徹,1532,-0.2,5,5,5,39.0,460,+2,
,"2026. 5. 2",新潟,1新1,1勝,１勝ｸﾗｽ,1,1,ダノンブランニュー,牡,4,松本大輝, 58 ,13,5,１, 外,芝1600,稍,,(栗),福永祐一,1356,-0.0,,12,10,35.5,498,-2,
,"2026. 5. 2",新潟,1新1,1勝,１勝ｸﾗｽ,1,1,レッドイステル,セ,4,丹内祐次, 58 ,15,1,１, ,ダ1800,重,,(栗),宮地貴稔,1552,-0.2,1,1,1,41.0,482,-4,
,"2026. 5. 2",新潟,1新1,未勝利,未勝利,4,5,プレイザリード,牡,3,丹内祐次, 57 ,14,1,１, 内,芝2200,稍,,(美),加藤士津,2170,-0.6,1,1,1,35.7,478,-8,B
,"2026. 5. 2",新潟,1新1,未勝利,未勝利,7,13,アイアムアヒーロー,牡,3,石川裕紀, 57 ,16,3,１, 内,芝1400,稍,,(美),奥平雅士,1236,-0.2,,15,14,36.2,470,-2,
,"2026. 5. 2",新潟,1新1,ｵｰﾌﾟﾝ,障害・オープ,2,2,パープルアドミラル,牡,6,金子光希, 60 ,11,11,１, ,芝2890,重,,(美),堀内岳志,3125,-0.1,10,6,4,13.3,450,-2,
,"2026. 5. 2",新潟,1新1,未勝利,未勝利・若,5,8,アンバサダネージュ,牡,3,佐藤翔馬,54▲,15,2,１, ,ダ1200,不,,(美),武藤善則,1119,-0.1,,2,2,37.9,486,-12,B
,"2026. 5. 2",新潟,1新1,未勝利,未勝利・牝,3,5,ミアルーチェ,牝,3,ゴンサル, 55 ,15,2,１, ,ダ1800,不,,(美),加藤士津,1548,-0.0,8,6,6,39.8,476,-2,B
,"2026. 5. 2",新潟,1新1,未勝利,障害未勝利,5,7,サトノエピック,牡,5,上野翔, 60 ,14,2,１, ,芝2890,重,,(美),奥村武,3127,-0.1,3,2,2,13.3,536,+4,
,2025.10.26,新潟,4新4,1勝,１勝ｸﾗｽ,6,8,オトメナシャチョウ,牝,3,丸山元気, 55 ,12,4,１, ,ダ1200,重,,(栗),森秀行,1108,-0.5,,1,1,37.0,508,+12,
,2025.10.26,新潟,4新4,OP(L),ルミエＨ(L),8,17,イコサン,牡,5,斎藤新, 53 ,17,1,１, 内,芝1000,稍,,(栗),長谷川浩,0553,-0.1,,,1,33.2,498,+4,
,2025.10.26,新潟,4新4,2勝,村上特別･2勝,5,9,マイネルオーシャン,牡,4,国分恭介, 58 ,16,6,１, 外,芝2000,稍,,(美),鹿戸雄一,2004,-0.1,,6,6,35.1,472,-2,B
,2025.10.26,新潟,4新4,1勝,柏崎特別･1勝,6,9,ジャズ,牡,4,吉田隼人, 58 ,14,4,１, 外,芝1600,稍,,(栗),辻野泰之,1348,-0.1,,4,4,34.9,482,+6,
,2025.10.26,新潟,4新4,1勝,１勝ｸﾗｽ,6,8,テーオーマルコーニ,牡,3,丹内祐次, 56 ,12,1,１, ,ダ1800,稍,,(栗),奥村豊,1523,-1.1,4,3,2,37.5,496,+8,
,2025.10.26,新潟,4新4,1勝,１勝ｸﾗｽ,8,14,ディヴァインスター,牡,3,丹内祐次, 56 ,15,1,１, 外,芝2000,稍,,(美),林徹,2015,-0.1,,3,3,34.5,484,+4,
,2025.10.26,新潟,4新4,1勝,１勝ｸﾗｽ・若,7,10,セレジェイラ,牝,3,亀田温心, 55 ,13,2,１, ,ダ1200,稍,,(栗),西村真幸,1108,-0.7,,5,3,35.6,476,-2,
,2025.10.26,新潟,4新4,新馬,新馬,4,8,オーライカモン,牡,2,亀田温心, 56 ,18,7,１, 外,芝1600,稍,,(栗),田中克典,1377,-0.5,,2,2,33.8,518,,
,2025.10.26,新潟,4新4,1勝,１勝ｸﾗｽ・牝,8,15,ラブリーリディア,牝,3,小沢大仁, 54 ,16,3,１, 外,芝1800,稍,,(栗),中内田充,1493,-0.1,,14,13,33.8,450,+6,
,2025.10.26,新潟,4新4,未勝利,未勝利*,7,7,バトゥカーダ,牡,2,柴田裕一,54△,10,1,１, ,ダ1800,稍,,(栗),安達昭夫,1539,-0.6,2,2,2,38.3,488,+4,
,2025.10.26,新潟,4新4,未勝利,未勝利*,6,8,アスミル,牡,2,松本大輝,55☆,13,2,１, 内,芝1400,良,,(栗),本田優,1232,-0.0,,6,6,36.0,484,+4,
,2025.10.26,新潟,4新4,未勝利,未勝利・牝*,5,6,ガーネットテソーロ,牝,2,西塚洸二,54☆,13,3,１, ,ダ1800,良,,(美),高木登,1560,-0.1,2,1,1,39.9,478,+4,
,2025.10.25,新潟,4新3,1勝,１勝ｸﾗｽ,5,10,ワタシマツワ,牝,3,丹内祐次, 54 ,17,7,１, 内,芝1400,良,,(美),竹内正洋,1213,-0.2,,4,4,34.9,414,-12,
,2025.10.25,新潟,4新3,3勝,魚沼Ｓ･3勝,2,3,シンハナーダ,牡,4,鮫島克駿, 58 ,18,2,１, 外,芝2000,良,,(美),国枝栄,1582,-0.3,,14,12,32.7,460,+6,
,2025.10.25,新潟,4新3,2勝,菅名岳特･2勝,2,2,アスクシュタイン,牡,3,松本大輝, 56 ,15,3,１, ,ダ1800,良,,(栗),藤原英昭,1507,-0.5,2,2,2,36.7,518,+20,
,2025.10.25,新潟,4新3,1勝,稲光特別･1勝,5,9,スペルキャスター,牝,5,小林凌大, 56 ,18,8,１, 内,芝1000,良,*,(美),蛯名利弘,0550,-0.1,,,1,32.3,478,-10,
,2025.10.25,新潟,4新3,1勝,１勝ｸﾗｽ,6,9,サンカルミア,牡,4,上里直汰,55▲,14,1,１, ,ダ1800,良,,(美),伊坂重信,1527,-0.1,7,8,5,37.3,486,+10,B
,2025.10.25,新潟,4新3,1勝,１勝ｸﾗｽ,3,3,サンライズプルート,牡,5,舟山瑠泉,55▲,14,1,１, ,ダ1200,良,,(栗),東田明士,1115,-0.4,,1,1,36.8,480,+2,
,2025.10.25,新潟,4新3,1勝,１勝ｸﾗｽ・若,7,13,コンフォルツァ,牡,3,永島まな,54◇,15,4,１, 外,芝1800,良,,(栗),松永幹夫,1466,-0.1,,7,4,33.6,498,+4,
,2025.10.25,新潟,4新3,1勝,１勝ｸﾗｽ,6,10,ショウサンジョージ,牡,3,国分優作, 56 ,14,3,１, ,ダ1800,良,,(栗),松下武士,1527,-0.4,2,2,2,37.6,490,0,
,2025.10.25,新潟,4新3,1勝,１勝ｸﾗｽ・牝,3,5,ロッカバイベイビー,牝,3,佐藤翔馬,52▲,15,2,１, ,ダ1200,良,,(美),伊藤圭三,1119,-0.3,,5,5,37.1,454,+4,B
,2025.10.25,新潟,4新3,未勝利,未勝利*,8,12,ショウナンダイン,牡,2,丸山元気, 56 ,13,1,１, 外,芝1800,良,,(美),森一誠,1487,-0.3,,10,9,33.6,476,-4,
,2025.10.25,新潟,4新3,未勝利,未勝利*,3,4,レディサン,牝,2,丹内祐次, 55 ,15,1,１, ,ダ1200,良,,(美),栗田徹,1121,-0.7,,1,1,37.6,462,+12,
,2025.10.25,新潟,4新3,未勝利,未勝利*,3,5,ラテラルパーム,牡,2,丹内祐次, 56 ,15,2,１, 内,芝1200,良,,(美),栗田徹,1101,-0.0,,3,3,35.6,458,+6,
,2025.10.19,新潟,4新2,1勝,１勝ｸﾗｽ,6,10,スノーサイレンス,牝,3,鮫島克駿, 55 ,14,1,１, ,ダ1200,稍,,(栗),小栗実,1110,-0.7,,1,1,36.0,466,+6,
,2025.10.19,新潟,4新2,OP(L),新潟牝馬(L),4,5,カネラフィーナ,牝,3,石川裕紀, 52 ,14,1,１, 内,芝2200,良,,(美),手塚貴久,2127,-0.2,4,5,4,34.6,478,+10,
