Ｍ,日付(yyyy.mm.dd),場所,開催,クラス名,レース名,枠番,馬番,馬名,性別,年齢,騎手,斤量,頭数,人気,着順,芝(内・外),距離,馬場状態,多頭出し,所属,調教師,走破タイム,着差,2角,3角,4角,上り3F,馬体重,馬体重増減,ブリンカー
,"2026. 4.19",中山,3中8,3勝,サンシＨ･3勝,4,7,パンジャ,牡,5,戸崎圭太, 57 ,18,1,１, ,芝2200,良,,(美),金成貴史,2107,-0.0,8,10,10,33.6,492,-2,
,"2026. 4.19",中山,3中8,Ｇ１,皐月賞G1,2,4,ロブチェン,牡,3,松山弘平, 57 ,18,1,１, ,芝2000,良,,(栗),杉山晴紀,1565,-0.2,1,1,1,34.2,520,+2,
,"2026. 4.19",中山,3中8,OP(L),京葉Ｓ(L),7,12,ナムラフランク,牡,7,岩田望来, 58 ,15,5,１, ,ダ1200,良,,(栗),鈴木孝志,1097,-0.0,,2,2,36.4,496,-6,B
,"2026. 4.19",中山,3中8,2勝,野島崎特･2勝,6,8,ラブリージャブリー,牝,4,レーン, 56 ,12,2,１, ,芝2000,良,,(美),蛯名正義,1574,-0.0,6,6,3,33.9,424,0,
,"2026. 4.19",中山,3中8,2勝,利根川特･2勝,7,9,サノノワンダー,牡,4,戸崎圭太, 58 ,12,1,１, ,ダ1800,良,,(美),栗田徹,1530,-0.1,6,2,2,37.9,520,-8,
,"2026. 4.19",中山,3中8,1勝,１勝ｸﾗｽ,8,13,サヨノジャンボリー,牡,4,高杉吏麒, 58 ,13,4,１, ,ダ1200,良,,(美),小笠倫弘,1107,-0.5,,2,2,36.7,474,-2,
,"2026. 4.19",中山,3中8,1勝,１勝ｸﾗｽ*,4,4,イッテラッシャイ,牡,3,戸崎圭太, 57 ,6,2,１, ,ダ1800,良,,(美),斎藤誠,1508,-1.3,1,1,1,37.1,496,-2,
,"2026. 4.19",中山,3中8,1勝,１勝ｸﾗｽ*,7,7,マーゴットブロー,牡,3,武豊, 57 ,10,2,１, ,芝1600,良,,(美),伊坂重信,1330,-0.3,3,3,2,34.2,510,0,
,"2026. 4.19",中山,3中8,未勝利,未勝利,4,8,ウェイクフィールド,牡,3,横山和生, 57 ,16,3,１, ,芝2000,良,,(美),嘉藤貴行,2004,-0.1,2,2,1,35.2,486,+4,
,"2026. 4.19",中山,3中8,未勝利,未勝利,7,12,ジューンセクレタ,牡,3,横山武史, 57 ,14,1,１, ,ダ1800,良,,(栗),武英智,1535,-0.7,1,1,1,39.2,516,+2,B
,"2026. 4.19",中山,3中8,未勝利,未勝利,7,13,ソニックブレイカー,牡,3,横山武史, 57 ,16,3,１, ,ダ1200,良,,(美),稲垣幸雄,1110,-0.9,,1,1,37.0,430,-6,
,"2026. 4.19",中山,3中8,未勝利,未勝利・牝,5,6,ナムラハリス,牝,3,原優介, 55 ,12,6,１, ,ダ1800,良,,(栗),宮地貴稔,1549,-0.0,2,2,2,38.0,426,+4,
,"2026. 4.18",中山,3中7,2勝,葛飾特別･2勝,5,7,ハヤテノツバサ,牡,4,横山武史, 58 ,13,3,１, ,ダ1200,良,,(栗),杉山佳明,1108,-0.2,,1,1,36.6,518,0,B
,"2026. 4.18",中山,3中7,ＪＧ１,中山グラJG1,6,6,エコロデュエル,牡,7,草野太郎, 63 ,10,1,１, ,芝4260,良,,(美),岩戸孝樹,4490,-2.0,2,1,1,13.6,480,0,
,"2026. 4.18",中山,3中7,3勝,下総Ｓ･3勝,6,9,ワイドブリザード,セ,5,戸崎圭太, 58 ,13,2,１, ,ダ1800,良,,(栗),佐藤悠太,1517,-0.2,1,1,1,37.4,448,+2,B
,"2026. 4.18",中山,3中7,2勝,袖ケ浦特･2勝,6,8,メイショウヨゾラ,牝,5,横山武史, 56 ,12,4,１, ,芝1200,良,,(美),高柳瑞樹,1071,-0.1,,3,3,33.4,486,+10,
,"2026. 4.18",中山,3中7,1勝,１勝ｸﾗｽ,2,3,コズミックダンサー,牡,4,戸崎圭太, 58 ,16,2,１, ,ダ2400,良,,(栗),橋田宜長,2335,-1.0,2,2,1,39.0,488,-4,B
,"2026. 4.18",中山,3中7,1勝,１勝ｸﾗｽ,7,8,サンライズバブル,牡,4,横山和生, 58 ,10,5,１, ,芝2000,良,,(栗),前川恭子,1581,-0.0,3,3,3,34.3,522,0,B
,"2026. 4.18",中山,3中7,1勝,１勝ｸﾗｽ・牝*,2,2,ルージュボヤージュ,牝,3,戸崎圭太, 55 ,6,2,１, ,芝1800,良,,(美),木村哲也,1494,-0.0,1,1,1,33.1,472,-10,
,"2026. 4.18",中山,3中7,未勝利,未勝利,6,11,セイウンラピス,セ,3,松岡正海, 57 ,16,2,１, ,芝1600,良,,(美),村田一誠,1342,-0.1,10,12,11,34.0,476,-4,
,"2026. 4.18",中山,3中7,未勝利,未勝利,3,3,メディチパワー,牡,3,木幡巧也, 57 ,13,5,１, ,ダ1800,良,,(美),中川公成,1548,-0.2,4,3,3,38.9,474,0,
,"2026. 4.18",中山,3中7,未勝利,未勝利,6,10,ベアゴーフォー,牡,3,松岡正海, 57 ,14,5,１, ,ダ1200,良,,(美),杉浦宏昭,1123,-0.2,,2,2,36.8,464,-4,
,"2026. 4.18",中山,3中7,未勝利,未勝利,8,10,サウジバラード,牡,3,ディー, 57 ,11,5,１, ,ダ1800,良,,(美),加藤征弘,1548,-0.0,3,3,3,37.7,458,0,
,"2026. 4.18",中山,3中7,未勝利,未勝利・牝,8,15,クアロアランチ,牝,3,ルメール, 55 ,15,1,１, ,ダ1200,良,,(美),西田雄一,1121,-0.1,,3,4,36.9,452,+4,
,"2026. 4.12",中山,3中6,1勝,１勝ｸﾗｽ・牝,8,12,ヴィンブルレー,牝,4,横山武史, 56 ,13,1,１, ,ダ1200,良,,(美),矢野英一,1116,-0.1,,9,9,36.4,466,-2,
,"2026. 4.12",中山,3中6,OP(L),春雷ＳＨ(L),5,9,クラスペディア,牡,4,小崎綾也, 57 ,16,5,１, ,芝1200,良,,(栗),河嶋宏樹,1076,-0.0,,2,1,33.9,532,+18,
,"2026. 4.12",中山,3中6,3勝,あけぼの･3勝,6,7,ストレイトトーカー,牡,4,横山武史, 58 ,12,5,１, ,芝1600,良,,(美),岩戸孝樹,1332,-0.2,1,1,1,34.1,486,+2,
,"2026. 4.12",中山,3中6,2勝,印西特Ｈ･2勝,8,12,インジケーター,牡,5,田山旺佑, 53 ,12,7,１, ,ダ2400,良,,(栗),高橋康之,2343,-0.2,1,1,1,37.7,498,-8,B
,"2026. 4.12",中山,3中6,2勝,２勝ｸﾗｽ,8,10,ソルトブリーズ,牡,5,横山琉人, 58 ,10,5,１, ,芝1800,良,,(美),田中剛,1474,-0.1,5,5,4,33.7,462,-2,
,"2026. 4.12",中山,3中6,1勝,１勝ｸﾗｽ,5,8,ブラックジェダイト,牡,4,佐々木大, 58 ,15,1,１, ,芝1600,良,,(美),大竹正博,1328,-0.3,2,4,4,34.5,470,+4,
,"2026. 4.12",中山,3中6,1勝,１勝ｸﾗｽ*,5,5,ストロングエース,牡,3,秋山稔樹, 57 ,11,5,１, ,ダ1800,良,,(美),相沢郁,1530,-0.1,11,8,8,38.4,470,-6,
,"2026. 4.12",中山,3中6,未勝利,未勝利,4,8,ティラーノ,牡,3,佐々木大, 57 ,18,7,１, ,芝2200,良,,(美),小手川準,2141,-0.0,7,8,6,34.8,462,0,
,"2026. 4.12",中山,3中6,未勝利,障害未勝利,6,10,マオノアラシ,牡,6,上野翔, 60 ,14,5,１, ,ダ2880,良,,(美),加藤士津,3162,-0.6,2,2,2,13.6,494,-2,
,"2026. 4.12",中山,3中6,未勝利,未勝利,7,12,タイセイブルーム,牡,3,長浜鴻緒,55△,14,6,１, ,ダ1200,稍,*,(美),古賀慎明,1121,-0.2,,3,3,37.3,490,-2,
,"2026. 4.12",中山,3中6,未勝利,未勝利,4,6,アルデキングダム,牡,3,横山典弘, 57 ,15,2,１, ,ダ1800,稍,,(美),村田一誠,1550,-0.6,9,6,2,37.6,474,+10,
,"2026. 4.12",中山,3中6,未勝利,未勝利,5,9,ロードトライデント,牡,3,横山和生, 57 ,15,1,１, ,ダ1200,稍,,(美),千葉直人,1116,-0.6,,3,3,37.1,478,-6,B
,"2026. 4.11",中山,3中5,2勝,２勝ｸﾗｽ・牝,3,6,プレゼンティーア,牝,5,上里直汰,53▲,16,5,１, ,ダ1200,稍,,(栗),田中克典,1105,-0.1,,1,1,37.4,494,+4,B
,"2026. 4.11",中山,3中5,Ｇ２,ニュージG2,2,3,レザベーション,牡,3,原優介, 57 ,15,6,１, ,芝1600,良,,(栗),松下武士,1333,-0.0,2,2,2,34.2,458,0,
,"2026. 4.11",中山,3中5,3勝,卯月Ｓ･3勝,4,5,スリーピース,セ,4,三浦皇成, 58 ,13,4,１, ,ダ1200,稍,*,(美),武井亮,1099,-0.3,,1,1,35.7,462,0,B
,"2026. 4.11",中山,3中5,1勝,山藤賞･1勝*,6,6,チャリングクロス,牡,3,横山武史, 57 ,7,2,１, ,芝2000,良,,(美),奥村武,2012,-0.2,3,3,3,34.6,480,-12,
,"2026. 4.11",中山,3中5,1勝,１勝ｸﾗｽ,4,7,マリンバンカー,牡,5,上里直汰,55▲,16,2,１, ,ダ1800,稍,,(美),松永康利,1525,-0.1,4,2,2,38.1,502,+4,
,"2026. 4.11",中山,3中5,1勝,１勝ｸﾗｽ*,5,9,タカスタカスタカス,牡,3,ディー, 57 ,16,1,１, ,ダ1200,稍,,(栗),藤原英昭,1101,-1.0,,2,2,35.9,496,-10,B
,"2026. 4.11",中山,3中5,未勝利,未勝利・牝,8,17,ピエスユニーク,牝,3,戸崎圭太, 55 ,18,1,１, ,芝2000,良,,(美),手塚貴久,2015,-0.3,14,4,4,36.0,474,-10,B
,"2026. 4.11",中山,3中5,未勝利,未勝利,1,2,シヴィータス,牝,3,横山和生, 55 ,16,1,１, ,芝1600,良,,(美),大竹正博,1346,-0.4,2,2,2,34.8,454,0,B
,"2026. 4.11",中山,3中5,ｵｰﾌﾟﾝ,障害・オープ,2,2,メイショウソムリエ,セ,5,大江原圭, 60 ,14,2,１, ,ダ3200,稍,,(美),蛯名正義,3392,-0.2,2,2,2,13.7,494,-12,
,"2026. 4.11",中山,3中5,未勝利,未勝利,7,10,アチーヴァー,牡,3,佐々木大, 57 ,13,2,１, ,ダ1800,重,,(栗),石坂公一,1546,-0.1,7,4,3,38.9,452,-6,
,"2026. 4.11",中山,3中5,未勝利,未勝利,5,9,ラベンダーヘイズ,牡,3,木幡巧也, 57 ,16,7,１, ,ダ1200,重,,(美),岩戸孝樹,1109,-0.4,,2,2,37.1,460,0,
,"2026. 4.11",中山,3中5,未勝利,未勝利・牝,1,2,アスコットヴェール,牝,3,横山武史, 55 ,16,1,１, ,ダ1800,重,,(美),竹内正洋,1533,-1.5,1,1,1,38.4,478,+4,
,"2026. 4. 5",中山,3中4,2勝,２勝ｸﾗｽ,3,3,リバーバレイト,牡,4,佐々木大, 58 ,12,2,１, ,芝1600,稍,,(美),堀宣行,1346,-0.4,2,2,2,34.5,460,-4,
,"2026. 4. 5",中山,3中4,3勝,美浦Ｓ･3勝,7,14,ジュタ,牡,4,横山武史, 58 ,16,2,１, ,芝2000,稍,,(栗),矢作芳人,2015,-0.0,5,5,4,34.8,500,0,
,"2026. 4. 5",中山,3中4,3勝,アリエＨ･3勝,8,16,メリークリスマス,牡,4,三浦皇成, 56 ,16,1,１, ,ダ1800,重,,(美),小手川準,1514,-0.0,5,4,4,37.2,498,-10,
,"2026. 4. 5",中山,3中4,2勝,安房特別･2勝,1,1,オストラヴァ,牡,4,津村明秀, 58 ,8,1,１, ,芝2500,稍,,(美),林徹,2341,-0.3,3,2,2,36.8,480,0,
,"2026. 4. 5",中山,3中4,1勝,１勝ｸﾗｽ,3,5,イノキ,牡,4,丸山元気, 58 ,16,8,１, ,ダ1200,重,,(美),岩戸孝樹,1108,-0.1,,4,3,36.1,502,+4,
,"2026. 4. 5",中山,3中4,1勝,１勝ｸﾗｽ*,7,11,ガラベイヤ,牝,3,丸山元気, 55 ,14,6,１, ,芝1200,重,,(美),加藤士津,1088,-0.3,,9,9,33.8,432,+2,
,"2026. 4. 5",中山,3中4,1勝,１勝ｸﾗｽ*,2,3,テンカムテキ,牡,3,丹内祐次, 57 ,16,3,１, ,ダ1800,重,,(美),林徹,1518,-0.1,3,4,2,38.0,502,-2,
,"2026. 4. 5",中山,3中4,未勝利,未勝利,6,11,コスモナエマ,牝,3,津村明秀, 55 ,16,4,１, ,芝2000,重,,(美),手塚貴久,2022,-0.2,1,1,1,36.6,480,0,
,"2026. 4. 5",中山,3中4,未勝利,障害未勝利,7,12,シャンデルナゴル,牡,6,中村将之, 60 ,14,1,１, ,ダ2880,重,,(栗),石坂公一,3197,-0.3,3,3,1,13.9,500,+2,
,"2026. 4. 5",中山,3中4,未勝利,未勝利,4,7,ミスターキャンベラ,牡,3,横山武史, 57 ,16,1,１, ,ダ1800,不,,(美),稲垣幸雄,1523,-1.6,1,1,1,38.4,520,+2,
,"2026. 4. 5",中山,3中4,未勝利,未勝利,7,14,ラインジーク,牡,3,横山和生, 57 ,16,1,１, ,ダ1200,不,,(美),水野貴広,1111,-0.6,,4,3,36.6,452,+12,
,"2026. 4. 5",中山,3中4,未勝利,未勝利・牝,4,7,キタノエピックアン,牝,3,上里直汰,52▲,16,2,１, ,ダ1800,不,,(美),萱野浩二,1545,-0.0,4,4,2,38.9,450,-2,
,"2026. 4. 4",中山,3中3,2勝,２勝ｸﾗｽ,6,12,コパノヴィンセント,牡,4,柴田大知, 58 ,16,15,１, ,ダ1200,重,,(美),上原博之,1105,-0.5,,2,2,36.1,566,+8,
,"2026. 4. 4",中山,3中3,Ｇ３,ダービーＨG3,6,11,スズハローム,牡,6,藤懸貴志, 57 ,16,10,１, ,芝1600,稍,,(栗),牧田和弥,1334,-0.0,14,15,14,33.8,464,-4,
,"2026. 4. 4",中山,3中3,2勝,千葉日報･2勝,2,3,オリーブグリーン,牡,4,西村淳也, 58 ,15,2,１, ,ダ1800,重,,(栗),矢作芳人,1534,-0.0,3,3,5,37.4,528,-2,
,"2026. 4. 4",中山,3中3,1勝,山吹賞･1勝*,8,12,ケントン,牡,3,武藤雅, 57 ,13,12,１, ,芝2200,稍,,(美),田島俊明,2137,-0.0,4,3,2,36.0,492,-2,
,"2026. 4. 4",中山,3中3,1勝,１勝ｸﾗｽ,5,5,ロードソルスティス,牡,4,横山琉人, 58 ,11,5,１, ,ダ1800,重,,(美),斎藤誠,1535,-0.1,2,2,2,37.0,516,0,
,"2026. 4. 4",中山,3中3,1勝,１勝ｸﾗｽ,1,1,マリアイリダータ,牝,4,舟山瑠泉,54△,12,1,１, ,芝2000,良,,(美),田中博康,2020,-0.4,7,9,6,35.0,450,+4,
,"2026. 4. 4",中山,3中3,未勝利,未勝利,6,8,アビヤント,牡,3,三浦皇成, 57 ,13,4,１, ,ダ1800,稍,,(美),鹿戸雄一,1539,-0.5,3,2,2,37.8,504,-4,
,"2026. 4. 4",中山,3中3,未勝利,未勝利,2,3,ヴェガリア,牝,3,西村淳也, 55 ,16,2,１, ,芝1600,良,,(美),栗田徹,1350,-0.2,3,6,4,34.5,442,0,
,"2026. 4. 4",中山,3中3,未勝利,障害未勝利,7,12,ミレニアムヒロイン,牝,5,石神深一, 58 ,14,4,１, ,ダ2880,良,,(美),池上昌和,3184,-0.1,1,1,1,13.8,462,+4,
,"2026. 4. 4",中山,3中3,未勝利,未勝利,1,1,エコロバロン,牡,3,菊沢一樹, 57 ,16,3,１, ,ダ1200,稍,,(美),菊沢隆徳,1120,-0.2,,6,5,37.0,500,0,
,"2026. 4. 4",中山,3中3,未勝利,未勝利,4,5,アオハルブルース,牡,3,田辺裕信, 57 ,14,1,１, ,ダ1800,稍,,(美),栗田徹,1541,-0.9,1,1,1,38.6,522,0,
,"2026. 4. 4",中山,3中3,未勝利,未勝利・牝,4,8,カンレイスター,牝,3,横山武史, 55 ,16,1,１, ,ダ1200,稍,,(美),矢野英一,1121,-0.8,,2,1,36.9,440,-2,
,"2026. 3.29",中山,3中2,2勝,２勝ｸﾗｽ,8,10,トーセントラム,牡,6,長浜鴻緒,56△,11,6,１, ,芝1200,良,,(美),佐藤吉勝,1082,-0.0,,8,7,33.8,450,0,
,"2026. 3.29",中山,3中2,Ｇ３,マーチＳＨG3,8,15,サンデーファンデー,牡,6,角田大和, 59 ,16,8,１, ,ダ1800,稍,,(栗),東田明士,1512,-0.4,3,2,1,36.8,532,+4,B
,"2026. 3.29",中山,3中2,3勝,船橋Ｓ･3勝,6,10,サウンドモリアーナ,牝,4,石橋脩, 56 ,15,7,１, ,芝1200,良,,(栗),武英智,1078,-0.1,,1,1,34.1,442,0,
,"2026. 3.29",中山,3中2,1勝,ミモザ賞･1勝,3,3,ベンヴェヌータ,牝,3,石橋脩, 55 ,7,3,１, ,芝2000,良,,(美),辻哲英,2006,-0.1,1,1,1,34.7,460,-2,
,"2026. 3.29",中山,3中2,1勝,１勝ｸﾗｽ,3,5,ルイステソーロ,セ,4,丹内祐次, 58 ,16,1,１, ,ダ1200,稍,,(美),畠山吉宏,1113,-0.4,,1,1,36.9,480,0,
,"2026. 3.29",中山,3中2,1勝,１勝ｸﾗｽ,7,12,フェスタリア,牡,4,原優介, 58 ,15,4,１, ,ダ1800,稍,,(美),矢野英一,1538,-0.1,9,7,4,38.7,450,-4,
,"2026. 3.29",中山,3中2,1勝,１勝ｸﾗｽ*,5,7,コックピットサイト,牡,3,荻野極, 57 ,13,2,１, ,ダ1200,稍,,(美),鹿戸雄一,1118,-0.2,,4,3,36.9,474,-8,
,"2026. 3.29",中山,3中2,未勝利,未勝利,2,2,キンググローリー,牡,3,丹内祐次, 57 ,13,5,１, ,芝2200,良,*,(美),古賀慎明,2126,-0.1,1,1,1,36.4,472,+2,
,"2026. 3.29",中山,3中2,未勝利,未勝利,6,12,トーセンブリラーレ,牡,3,長浜鴻緒,55△,16,1,１, ,芝1800,良,,(美),小笠倫弘,1479,-0.6,6,4,3,34.9,500,-10,
,"2026. 3.29",中山,3中2,未勝利,未勝利,8,14,ジェネラスキング,牡,3,横山武史, 57 ,15,1,１, ,ダ1800,稍,,(美),久保田貴,1547,-0.5,6,4,2,40.0,480,-6,
,"2026. 3.29",中山,3中2,未勝利,未勝利,2,3,ガルディーノ,牡,3,石田拓郎,54▲,16,14,１, ,ダ1200,稍,,(美),新開幸一,1122,-0.2,,1,1,38.3,488,-2,
,"2026. 3.29",中山,3中2,未勝利,未勝利・牝,4,8,クイーンズホリデー,牝,3,舟山瑠泉,52▲,16,4,１, ,ダ1800,稍,,(美),林徹,1554,-0.3,1,1,1,38.9,490,-4,
,"2026. 3.28",中山,3中1,2勝,２勝ｸﾗｽ,2,4,サムシャイン,牡,4,横山和生, 58 ,16,2,１, ,ダ1800,重,,(美),鈴木慎太,1523,-0.6,3,4,3,37.6,484,+2,
,"2026. 3.28",中山,3中1,Ｇ２,日経賞G2,8,15,マイユニバース,牡,4,横山典弘, 56 ,15,4,１, ,芝2500,良,,(栗),武幸四郎,2307,-0.2,10,13,11,35.0,468,-12,
,"2026. 3.28",中山,3中1,ｵｰﾌﾟﾝ,伏竜Ｓ,5,5,ダノンバーボン,牡,3,西村淳也, 57 ,10,1,１, ,ダ1800,重,,(栗),池添学,1509,-0.6,3,3,2,37.3,514,0,
,"2026. 3.28",中山,3中1,3勝,ブラッド･3勝,1,2,エコロエイト,牡,5,田辺裕信, 58 ,16,4,１, ,ダ1200,重,,(美),田村康仁,1106,-0.3,,1,1,36.5,510,0,B
,"2026. 3.28",中山,3中1,2勝,２勝ｸﾗｽ,5,5,リーティアコナル,牡,4,小崎綾也, 58 ,12,3,１, ,芝2000,稍,,(栗),高橋一哉,1591,-0.3,1,1,1,35.3,480,0,B
,"2026. 3.28",中山,3中1,1勝,１勝ｸﾗｽ・牝,7,10,タマモカンパネラ,牝,4,横山武史, 56 ,13,1,１, ,ダ1800,重,,(美),伊藤圭三,1529,-0.1,3,1,1,38.2,510,-6,B
,"2026. 3.28",中山,3中1,1勝,１勝ｸﾗｽ*,6,7,メイショウハチコウ,牡,3,ディー, 57 ,11,3,１, ,芝1800,稍,,(栗),牧浦充徳,1503,-0.0,4,4,6,34.2,508,+2,
,"2026. 3.28",中山,3中1,未勝利,未勝利,5,10,ナハトナナレオン,牝,3,佐々木大, 55 ,16,2,１, ,芝1600,稍,,(美),矢嶋大樹,1351,-0.2,1,1,1,35.4,398,0,
,"2026. 3.28",中山,3中1,未勝利,未勝利,2,4,グランドスウェル,牡,3,荻野極, 57 ,16,5,１, ,ダ1800,重,,(美),畠山吉宏,1536,-0.1,3,3,3,37.5,508,-6,
,"2026. 3.28",中山,3中1,未勝利,未勝利,1,2,マサノピンクレディ,牝,3,大野拓弥, 55 ,16,3,１, ,ダ1200,重,,(美),小笠倫弘,1113,-0.1,,1,1,37.1,444,+10,
,"2026. 3.28",中山,3中1,未勝利,未勝利,7,13,ミリオンヴォイス,牡,3,西村淳也, 57 ,16,1,１, ,ダ1800,重,,(美),加藤士津,1541,-0.1,2,2,1,39.6,470,-10,
,"2026. 3.28",中山,3中1,未勝利,未勝利・牝,5,9,マジェステラ,牝,3,ディー, 55 ,16,2,１, ,ダ1200,重,,(美),千葉直人,1115,-0.0,,2,2,37.1,472,-6,B
,"2026. 3.22",中山,2中8,2勝,２勝ｸﾗｽ・牝,2,4,エルフストラック,牝,5,三浦皇成, 56 ,16,7,１, ,ダ1800,良,,(栗),中村直也,1533,-0.1,7,5,3,38.6,486,-6,
,"2026. 3.22",中山,2中8,ｵｰﾌﾟﾝ,千葉ＳＨ,5,10,ドラゴンウェルズ,牡,4,戸崎圭太, 56 ,16,2,１, ,ダ1200,良,,(栗),藤原英昭,1107,-0.1,,3,3,36.8,482,+4,
,"2026. 3.22",中山,2中8,3勝,スピカＳ･3勝,5,5,フィーリウス,牡,4,津村明秀, 58 ,9,3,１, ,芝1800,良,,(美),手塚貴久,1467,-0.4,5,2,2,34.5,512,+8,
,"2026. 3.22",中山,2中8,2勝,鎌ケ谷特･2勝,7,13,カネショウレジェン,牡,4,ルメール, 58 ,16,1,１, ,ダ1200,良,,(美),稲垣幸雄,1114,-0.2,,9,9,36.0,492,+2,
,"2026. 3.22",中山,2中8,1勝,１勝ｸﾗｽ,8,16,ドゥマーヴェリック,牡,4,ルメール, 58 ,16,1,１, ,ダ1800,良,,(美),萩原清,1545,-0.8,4,2,1,38.1,468,0,
,"2026. 3.22",中山,2中8,1勝,１勝ｸﾗｽ*,2,2,ラディアントスター,牡,3,戸崎圭太, 57 ,8,2,１, ,芝2000,良,,(美),林徹,1591,-0.2,2,2,2,35.2,524,+6,
,"2026. 3.22",中山,2中8,未勝利,未勝利,1,2,シーギリヤロック,牡,3,ルメール, 57 ,18,1,１, ,芝2000,良,,(美),田中博康,1595,-0.0,6,5,2,35.4,448,+4,
,"2026. 3.22",中山,2中8,未勝利,未勝利,2,4,カナルサンマルタン,牝,3,ルメール, 55 ,16,1,１, ,芝1600,良,,(美),宮田敬介,1337,-0.2,3,5,3,35.0,448,+4,
,"2026. 3.22",中山,2中8,未勝利,障害未勝利,8,14,モズバンディット,牡,6,中村将之, 60 ,14,10,１, ,ダ2880,良,,(栗),中尾秀正,3138,-0.3,2,1,1,13.5,456,0,
,"2026. 3.22",中山,2中8,1勝,１勝ｸﾗｽ*,7,12,エコロレーヴ,牡,3,荻野極, 57 ,14,1,１, ,ダ1200,良,,(栗),森秀行,1104,-0.2,,1,1,37.4,510,+7,
,"2026. 3.22",中山,2中8,未勝利,未勝利,2,3,イーグルロック,牡,3,石川裕紀, 57 ,15,2,１, ,ダ1800,良,,(美),相沢郁,1554,-0.2,7,1,1,39.8,560,-4,
,"2026. 3.22",中山,2中8,未勝利,未勝利,5,9,マダックス,牡,3,大野拓弥, 57 ,16,4,１, ,ダ1200,良,,(美),高柳瑞樹,1118,-0.7,,2,2,37.7,454,-2,
,"2026. 3.21",中山,2中7,1勝,１勝ｸﾗｽ,5,10,ショウナンラリー,牡,4,岩田望来, 58 ,16,6,１, ,ダ1200,良,,(美),嘉藤貴行,1119,-0.1,,1,1,36.9,496,+4,
,"2026. 3.21",中山,2中7,Ｇ３,フラワーG3,5,10,スマートプリエール,牝,3,原優介, 55 ,16,6,１, ,芝1800,良,,(栗),大久保龍,1483,-0.1,7,8,7,34.0,472,-2,
,"2026. 3.21",中山,2中7,3勝,韓国馬事･3勝,7,11,ルージュアベリア,牝,5,ルメール, 56 ,13,1,１, ,ダ1800,良,,(美),加藤士津,1534,-0.1,3,3,2,37.7,486,+2,B
,"2026. 3.21",中山,2中7,2勝,館山特Ｈ･2勝,2,4,ダノンジャイアン,牡,4,鮫島克駿, 55 ,16,5,１, ,芝1800,良,,(栗),茶木太樹,1466,-0.1,1,1,1,34.5,452,-2,
,"2026. 3.21",中山,2中7,ｵｰﾌﾟﾝ,ペガサス,8,10,フォージドブリック,牡,5,大江原圭, 60 ,10,4,１, ,芝3350,良,,(美),西田雄一,3420,-0.0,2,2,2,13.3,564,+4,
,"2026. 3.21",中山,2中7,1勝,１勝ｸﾗｽ,2,4,スマートクオーレ,牡,4,柴田大知, 57 ,16,1,１, ,ダ2400,良,,(美),粕谷昌央,2375,-0.1,3,3,3,38.8,498,-8,B
,"2026. 3.21",中山,2中7,1勝,１勝ｸﾗｽ*,7,10,スペルーチェ,牡,3,ルメール, 57 ,13,1,１, ,芝1600,良,,(美),宮田敬介,1334,-0.2,5,2,2,34.6,456,0,
,"2026. 3.21",中山,2中7,未勝利,未勝利,7,10,エーデルゼーレ,牡,3,岩田望来, 57 ,13,2,１, ,芝2200,良,,(美),堀宣行,2136,-0.3,6,5,6,35.4,470,+8,
,"2026. 3.21",中山,2中7,未勝利,未勝利,6,8,ビービーアジャイル,牡,3,ルメール, 57 ,13,1,１, ,ダ1800,良,,(美),中舘英二,1555,-0.8,5,5,3,38.3,488,0,B
,"2026. 3.21",中山,2中7,未勝利,未勝利,3,6,マルターズドン,牡,3,佐々木大, 57 ,16,2,１, ,ダ1200,良,,(美),手塚貴久,1121,-0.3,,1,1,38.2,492,+2,
,"2026. 3.21",中山,2中7,未勝利,未勝利,3,3,スカイレックス,牡,3,横山琉人, 57 ,12,1,１, ,ダ1800,良,,(美),斎藤誠,1566,-0.1,1,1,1,39.9,488,0,
,"2026. 3.21",中山,2中7,未勝利,未勝利・牝,4,8,ペイトー,牝,3,木幡初也, 55 ,16,3,１, ,ダ1200,良,,(美),武市康男,1129,-0.2,,4,4,38.3,498,+6,
,"2026. 3.15",中山,2中6,1勝,１勝ｸﾗｽ・牝,8,16,クインズポラリス,牝,5,田辺裕信, 56 ,16,3,１, ,ダ1200,良,,(美),上原博之,1112,-0.9,,2,2,37.1,502,-6,
,"2026. 3.15",中山,2中6,Ｇ２,スプリンG2,8,15,アウダーシア,牡,3,津村明秀, 57 ,16,8,１, ,芝1800,良,,(美),手塚貴久,1460,-0.0,13,13,10,34.0,500,0,
,"2026. 3.15",中山,2中6,OP(L),東風Ｓ(L),3,5,ヴァルキリーバース,牝,4,ルメール, 55 ,16,4,１, ,芝1600,良,,(美),田中博康,1320,-0.0,5,5,4,33.8,470,+26,
,"2026. 3.15",中山,2中6,2勝,阿見特別･2勝,8,11,ロングウェイホーム,牡,4,荻野極, 57 ,11,6,１, ,ダ2400,良,,(美),伊坂重信,2350,-0.4,2,1,1,39.0,542,+14,
,"2026. 3.15",中山,2中6,2勝,２勝ｸﾗｽ,1,1,インパクトシー,牡,4,横山琉人, 58 ,10,2,１, ,芝1600,良,,(美),大竹正博,1320,-0.1,5,2,2,34.1,534,+2,
