Ｍ,日付(yyyy.mm.dd),場所,開催,クラス名,レース名,枠番,馬番,馬名,性別,年齢,騎手,斤量,頭数,人気,着順,芝(内・外),距離,馬場状態,多頭出し,所属,調教師,走破タイム,着差,2角,3角,4角,上り3F,馬体重,馬体重増減,ブリンカー
,"2026. 4.26",福島,1福6,1勝,１勝ｸﾗｽ,3,5,レイアポポ,牝,4,菊沢一樹, 56 ,16,5,１, ,ダ1150,良,,(美),青木孝文,1095,-0.0,,4,3,37.1,482,-6,
,"2026. 4.26",福島,1福6,ｵｰﾌﾟﾝ,モルガナＨ,3,6,サウンドモリアーナ,牝,4,吉田隼人, 54 ,16,3,１, ,芝1200,良,,(栗),武英智,1075,-0.1,,2,2,33.7,448,+6,
,"2026. 4.26",福島,1福6,2勝,尾瀬特別･2勝,2,2,グランキングオー,牡,4,斎藤新, 58 ,15,5,１, ,ダ1700,良,,(栗),高橋康之,1456,-0.1,2,2,2,38.5,458,+2,B
,"2026. 4.26",福島,1福6,1勝,飯盛山特･1勝,7,10,アリスメティーク,牝,4,杉原誠人, 56 ,13,4,１, ,芝2000,良,,(美),大竹正博,1589,-0.1,6,5,5,34.9,444,-4,
,"2026. 4.26",福島,1福6,1勝,１勝ｸﾗｽ,3,4,マキシマムドライブ,牡,4,黛弘人, 58 ,15,1,１, ,芝1200,良,,(美),尾関知人,1085,-0.0,,3,3,34.0,548,-2,
,"2026. 4.26",福島,1福6,1勝,１勝ｸﾗｽ・牝,6,10,ユージュアーナ,牝,4,舟山瑠泉,54△,15,2,１, ,ダ1700,良,,(栗),奥村豊,1460,-0.5,2,2,2,38.3,460,-2,
,"2026. 4.26",福島,1福6,1勝,１勝ｸﾗｽ,7,10,アスクデッドヒート,牡,4,古川奈穂,56◇,13,2,１, ,芝2600,良,,(栗),矢作芳人,2379,-0.4,5,3,2,35.0,474,+4,
,"2026. 4.26",福島,1福6,未勝利,未勝利,5,8,クシマトゥルー,牝,3,長浜鴻緒,53△,15,2,１, ,芝1800,良,,(美),矢嶋大樹,1468,-0.2,4,4,4,35.0,428,+2,
,"2026. 4.26",福島,1福6,未勝利,未勝利・牝,4,7,カレンデュラ,牝,3,嶋田純次, 55 ,16,2,１, ,芝1200,良,,(美),室井潔,1092,-0.1,,1,1,34.3,430,+4,
,"2026. 4.26",福島,1福6,未勝利,未勝利・若,7,13,エリーニック,牝,3,小林美駒,52▲,15,7,１, ,ダ1700,良,,(美),千葉直人,1464,-0.8,8,6,4,37.4,442,-4,
,"2026. 4.26",福島,1福6,未勝利,未勝利,6,12,ララアルカー,牡,3,藤懸貴志, 57 ,16,6,１, ,芝1200,良,,(美),大竹正博,1094,-0.0,,12,11,33.8,508,+14,
,"2026. 4.26",福島,1福6,未勝利,未勝利・牝,6,12,モズオウンゴール,牝,3,永島まな,53◇,16,1,１, ,ダ1150,良,,(栗),松下武士,1087,-0.7,,2,2,36.5,448,+10,
,"2026. 4.25",福島,1福5,1勝,１勝ｸﾗｽ・牝,2,4,モアニ,牝,5,丸山元気, 56 ,16,7,１, ,芝1800,良,,(栗),高橋康之,1469,-0.2,16,15,11,34.7,464,-10,
,"2026. 4.25",福島,1福5,3勝,福島中央･3勝,6,8,プレゼンティーア,牝,5,松本大輝, 56 ,12,7,１, ,ダ1150,良,,(栗),田中克典,1076,-0.2,,2,2,37.3,492,-2,B
,"2026. 4.25",福島,1福5,2勝,医王寺特･2勝,2,4,ウィンストン,牡,4,和田陽希, 58 ,16,3,１, ,芝1200,良,,(栗),杉山晴紀,1077,-0.0,,8,8,33.5,494,-4,B
,"2026. 4.25",福島,1福5,1勝,雪うさぎ･1勝,1,2,ロジケープ,牡,3,丹内祐次, 57 ,16,1,１, ,芝1200,良,,(美),尾形和幸,1078,-0.2,,6,5,34.5,490,-16,
,"2026. 4.25",福島,1福5,1勝,１勝ｸﾗｽ,7,12,オウケンシルヴァー,牡,5,木幡育也, 58 ,15,2,１, ,ダ1700,良,,(美),松永康利,1453,-0.7,2,2,2,37.5,494,-6,
,"2026. 4.25",福島,1福5,1勝,１勝ｸﾗｽ・若,5,6,カーヌスティ,牡,4,舟山瑠泉,56△,12,4,１, ,芝1200,良,,(美),大和田成,1081,-0.5,,2,2,34.0,478,-12,
,"2026. 4.25",福島,1福5,未勝利,未勝利,6,10,ゴールドバローズ,牡,3,荻野極, 57 ,15,2,１, ,ダ1700,良,,(栗),渡辺薫彦,1467,-0.4,4,2,2,38.1,512,-2,
,"2026. 4.25",福島,1福5,未勝利,未勝利,4,8,ミエノストロング,牡,3,石川裕紀, 57 ,16,1,１, ,芝2000,良,,(美),上原佑紀,2004,-0.4,5,4,3,35.7,470,-2,B
,"2026. 4.25",福島,1福5,未勝利,未勝利,4,7,ブレイヴソルジャー,牡,3,石田拓郎,54▲,16,4,１, ,ダ1150,良,,(美),新開幸一,1090,-0.3,,2,2,37.0,452,-12,
,"2026. 4.25",福島,1福5,未勝利,未勝利・牝,4,8,サルワールカミーズ,牝,3,丸山元気, 55 ,16,7,１, ,芝2000,良,,(美),矢嶋大樹,2006,-0.1,6,6,6,35.7,456,,
,"2026. 4.25",福島,1福5,未勝利,未勝利,6,11,フィラーエ,牝,3,国分恭介, 55 ,16,4,１, ,芝1200,良,,(栗),高橋康之,1087,-0.6,,5,3,34.3,446,-6,
,"2026. 4.25",福島,1福5,未勝利,未勝利・牝,3,5,ゴールドドレッサ,牝,3,石田拓郎,52▲,15,1,１, ,ダ1700,良,,(美),中川公成,1477,-0.1,12,8,6,38.2,434,-2,
,"2026. 4.19",福島,1福4,1勝,１勝ｸﾗｽ,4,6,キーガッツ,牡,4,斎藤新, 58 ,15,2,１, ,ダ1150,良,,(栗),杉山佳明,1084,-0.4,,2,1,37.0,472,+8,B
,"2026. 4.19",福島,1福4,Ｇ３,福島牝馬G3,7,13,コガネノソラ,牝,5,菊沢一樹, 55 ,16,9,１, ,芝1800,良,*,(美),菊沢隆徳,1456,-0.2,10,9,7,34.1,466,-6,
,"2026. 4.19",福島,1福4,2勝,奥の細道･2勝,8,13,ドーバーブライト,牡,4,菊沢一樹, 58 ,13,1,１, ,芝2600,良,,(美),西田雄一,2376,-0.3,2,1,1,35.8,524,-2,
,"2026. 4.19",福島,1福4,1勝,須賀川特･1勝,6,11,シャイフ,牡,4,横山典弘, 58 ,16,2,１, ,芝1200,良,,(栗),安田翔伍,1077,-0.2,,3,3,33.9,496,+20,
,"2026. 4.19",福島,1福4,1勝,１勝ｸﾗｽ,6,11,ジェシーテソーロ,牡,4,富田暁, 58 ,15,9,１, ,ダ1700,良,,(美),牧光二,1451,-0.0,2,2,2,38.2,488,-8,B
,"2026. 4.19",福島,1福4,1勝,１勝ｸﾗｽ,5,5,ホウオウタイタン,牝,4,田山旺佑,53▲,10,1,１, ,芝2000,良,,(栗),須貝尚介,1593,-0.2,5,4,4,34.7,494,-2,
,"2026. 4.19",福島,1福4,1勝,１勝ｸﾗｽ,5,6,タンテドヴィーヴル,牡,4,亀田温心, 58 ,13,2,１, ,芝1800,良,,(栗),斉藤崇史,1458,-0.2,5,5,5,34.9,498,+10,
,"2026. 4.19",福島,1福4,未勝利,未勝利,5,9,リラベガ,牝,3,丸山元気, 55 ,16,3,１, ,芝1200,良,,(美),岩戸孝樹,1084,-0.0,,3,3,34.3,422,-2,
,"2026. 4.19",福島,1福4,未勝利,未勝利,6,10,アラクラン,牡,3,小林美駒,54▲,15,3,１, ,ダ1700,良,,(美),田村康仁,1463,-0.2,2,2,2,38.4,504,-2,
,"2026. 4.19",福島,1福4,未勝利,未勝利,4,8,グラスベルグ,牝,3,亀田温心, 55 ,16,3,１, ,芝2000,良,,(栗),斉藤崇史,2002,-0.1,4,5,6,36.0,420,0,
,"2026. 4.19",福島,1福4,未勝利,未勝利・牝,7,13,ベルソテイラ,牝,3,小林美駒,52▲,15,2,１, ,ダ1700,良,,(栗),西村真幸,1461,-0.4,1,1,1,38.1,488,-10,
,"2026. 4.19",福島,1福4,未勝利,未勝利,7,13,ヨドノティアラ,牝,3,小林美駒,52▲,16,1,１, ,ダ1150,良,,(美),矢嶋大樹,1090,-0.1,,2,2,38.2,440,-8,
,"2026. 4.18",福島,1福3,1勝,１勝ｸﾗｽ,8,15,ウィンストン,牡,4,和田陽希,55▲,16,3,１, ,芝1200,良,,(栗),杉山晴紀,1076,-0.5,,1,1,34.5,498,+6,B
,"2026. 4.18",福島,1福3,2勝,ラジオＨ･2勝,5,8,メイショウカシワデ,牡,5,松本大輝, 57 ,15,2,１, ,ダ1700,良,,(栗),角田晃一,1451,-0.1,7,5,4,37.2,452,-12,
,"2026. 4.18",福島,1福3,1勝,桑折特別･1勝,8,8,フィオレストラーダ,牝,4,松若風馬, 56 ,8,5,１, ,芝2000,良,,(栗),杉山晴紀,1585,-0.1,1,1,1,33.9,456,-2,
,"2026. 4.18",福島,1福3,1勝,ひめさゆ･1勝,5,5,キンググローリー,牡,3,舟山瑠泉, 57 ,9,5,１, ,芝2000,良,,(美),古賀慎明,1578,-0.5,2,2,1,34.8,462,-10,
,"2026. 4.18",福島,1福3,1勝,１勝ｸﾗｽ,2,2,メイショウクーガー,牡,6,中井裕二, 58 ,15,3,１, ,ダ1700,良,,(栗),中内田充,1460,-0.1,7,4,3,38.0,490,-6,B
,"2026. 4.18",福島,1福3,1勝,１勝ｸﾗｽ・牝,2,2,ホーリーブライト,牝,5,小林美駒,53▲,15,8,１, ,ダ1150,良,,(美),竹内正洋,1092,-0.0,,10,8,36.1,456,-12,
,"2026. 4.18",福島,1福3,未勝利,未勝利,7,12,バルドル,牡,3,荻野極, 57 ,15,5,１, ,芝2600,良,,(美),池上昌和,2427,-0.6,2,2,1,34.8,446,-4,
,"2026. 4.18",福島,1福3,未勝利,未勝利・若,7,14,ブランドブラン,牡,3,泉谷楓真, 57 ,16,2,１, ,芝1800,良,,(栗),杉山晴紀,1472,-0.4,4,3,3,34.6,492,-8,
,"2026. 4.18",福島,1福3,未勝利,未勝利,5,9,アンティーム,牡,3,国分恭介, 57 ,15,8,１, ,ダ1700,良,*,(栗),高橋義忠,1473,-0.4,3,3,3,37.1,496,,
,"2026. 4.18",福島,1福3,未勝利,未勝利,8,16,アイアムステキ,牝,3,田山旺佑,52▲,16,4,１, ,芝1200,良,,(美),奥平雅士,1091,-0.1,,9,8,34.4,446,-4,
,"2026. 4.18",福島,1福3,未勝利,未勝利・牝,7,14,ララオウ,牝,3,田山旺佑,52▲,16,8,１, ,芝2000,良,,(栗),須貝尚介,1597,-0.2,6,6,2,35.3,496,,
,"2026. 4.18",福島,1福3,未勝利,未勝利,7,14,メイショウイブキ,牝,3,吉田隼人, 55 ,16,2,１, ,ダ1150,良,,(栗),荒川義之,1095,-0.2,,2,2,36.7,464,-6,
,"2026. 4.12",福島,1福2,1勝,１勝ｸﾗｽ,7,13,レイザリオ,牡,4,斎藤新, 58 ,15,5,１, ,ダ1700,良,,(栗),橋口慎介,1466,-0.1,1,1,1,38.4,480,+2,
,"2026. 4.12",福島,1福2,OP(L),福島民報(L),6,11,サヴォーナ,牡,6,松若風馬, 58 ,15,5,１, ,芝2000,良,,(栗),中竹和也,1584,-0.3,4,3,2,35.1,534,+10,
,"2026. 4.12",福島,1福2,2勝,喜多方特･2勝,4,8,イマージョン,牡,4,丸山元気, 58 ,16,1,１, ,ダ1150,良,,(栗),高野友和,1087,-0.1,,2,2,37.4,512,0,B
,"2026. 4.12",福島,1福2,1勝,燧ヶ岳特･1勝,6,9,ビップチェイス,牡,5,杉原誠人, 58 ,13,6,１, ,芝2600,良,,(美),田島俊明,2400,-0.2,5,1,1,36.3,458,-2,B
,"2026. 4.12",福島,1福2,1勝,１勝ｸﾗｽ,4,7,サディーク,牝,4,松若風馬, 56 ,16,1,１, ,芝1200,良,,(栗),河嶋宏樹,1083,-0.2,,5,5,34.0,438,0,
,"2026. 4.12",福島,1福2,1勝,１勝ｸﾗｽ・牝,6,11,カスバートテソーロ,牝,4,丹内祐次, 56 ,15,4,１, ,ダ1700,良,,(美),畠山吉宏,1469,-0.1,4,3,2,37.9,436,-8,
,"2026. 4.12",福島,1福2,1勝,１勝ｸﾗｽ・若,6,11,コスモイシュタル,牝,4,舟山瑠泉,54△,15,4,１, ,芝2000,良,,(美),深山雅史,1589,-0.3,4,4,4,35.1,440,-4,
,"2026. 4.12",福島,1福2,未勝利,未勝利,5,10,マイネルクオリア,牡,3,杉原誠人, 57 ,16,10,１, ,芝1800,良,,(美),田村康仁,1495,-0.1,15,14,13,34.6,502,,
,"2026. 4.12",福島,1福2,未勝利,未勝利,7,14,タガノアルブラック,牝,3,斎藤新, 55 ,16,9,１, ,芝1200,良,,(栗),千田輝彦,1093,-0.1,,3,3,35.0,448,,
,"2026. 4.12",福島,1福2,未勝利,未勝利,4,6,イサチルシーキング,牡,3,小林美駒,54▲,15,2,１, ,ダ1700,良,,(美),辻哲英,1457,-1.2,1,1,1,38.8,532,+2,
,"2026. 4.12",福島,1福2,未勝利,未勝利,5,10,ツルノマイハシ,牝,3,丹内祐次, 55 ,16,2,１, ,芝1200,良,,(美),杉浦宏昭,1092,-0.2,,3,3,34.4,458,-2,
,"2026. 4.12",福島,1福2,未勝利,未勝利・牝,6,11,エアトベーレ,牝,3,嶋田純次, 55 ,15,1,１, ,ダ1700,良,,(美),手塚貴久,1477,-0.2,6,6,4,38.2,412,+8,
,"2026. 4.11",福島,1福1,1勝,１勝ｸﾗｽ・牝,4,8,ライツユーアップ,牝,4,丹内祐次, 56 ,16,4,１, ,芝1200,良,,(栗),角田晃一,1083,-0.0,,4,4,34.0,452,+2,
,"2026. 4.11",福島,1福1,ｵｰﾌﾟﾝ,吾妻小富Ｈ,1,1,ラタフォレスト,牡,5,斎藤新, 56 ,15,5,１, ,ダ1700,良,,(美),加藤征弘,1434,-0.2,4,4,3,37.0,510,0,
,"2026. 4.11",福島,1福1,2勝,花見山特･2勝,8,16,アサクサグレース,牝,4,杉原誠人, 56 ,16,2,１, ,芝1200,良,,(栗),加藤公太,1077,-0.4,,2,1,34.3,458,-8,
,"2026. 4.11",福島,1福1,1勝,浄土平特･1勝,2,3,フォルテフィオーレ,牡,5,丹内祐次, 58 ,16,1,１, ,芝1800,良,,(美),上原佑紀,1470,-0.1,6,8,6,35.4,450,-6,
,"2026. 4.11",福島,1福1,1勝,１勝ｸﾗｽ,6,12,ヒラボクカレラ,牡,4,田口貫太, 58 ,16,1,１, ,ダ1150,良,,(栗),奥村豊,1090,-0.1,,4,3,36.7,458,-12,
,"2026. 4.11",福島,1福1,1勝,１勝ｸﾗｽ・若,2,2,ルージュマローネ,牝,4,小林美駒,53▲,15,9,１, ,ダ1700,良,,(美),栗田徹,1457,-0.1,1,1,1,38.7,480,+2,
,"2026. 4.11",福島,1福1,未勝利,未勝利,6,11,アスクファイアモア,牡,3,富田暁, 57 ,15,4,１, ,芝2600,良,,(栗),矢作芳人,2403,-0.1,12,3,2,35.8,506,-2,
,"2026. 4.11",福島,1福1,未勝利,未勝利,1,1,メイショウハンター,牡,3,横山琉人, 57 ,16,2,１, ,芝2000,良,,(栗),長谷川浩,2000,-0.2,5,5,4,35.0,480,-8,
,"2026. 4.11",福島,1福1,未勝利,未勝利,7,13,ベルゼビュート,牡,3,菊沢一樹, 57 ,16,6,１, ,ダ1150,良,,(美),高木登,1094,-0.1,,9,8,36.5,476,,
,"2026. 4.11",福島,1福1,未勝利,未勝利・牝,3,5,サフランルージュ,牝,3,野中悠太, 55 ,16,14,１, ,芝1800,良,,(美),室井潔,1476,-0.1,11,12,9,34.6,400,,
,"2026. 4.11",福島,1福1,未勝利,未勝利,3,6,デンプシー,牡,3,舟山瑠泉,55△,16,1,１, ,芝1200,良,,(美),上原佑紀,1086,-0.2,,2,2,34.4,448,+4,
,"2026. 4.11",福島,1福1,未勝利,未勝利,6,11,シューティングガイ,牡,3,斎藤新, 57 ,15,2,１, ,ダ1700,良,,(美),斎藤誠,1459,-0.0,2,2,1,37.9,492,+6,
,2025.11.24,福島,3福6,1勝,１勝ｸﾗｽ,4,8,イガッチ,牡,3,高杉吏麒, 56 ,16,2,１, ,芝2000,良,,(栗),笹田和秀,2006,-0.2,2,2,2,34.8,476,+6,
,2025.11.24,福島,3福6,3勝,奥羽Ｓ･3勝,7,13,シェットランド,牡,5,吉田隼人, 58 ,15,12,１, ,ダ1700,良,,(美),久保田貴,1462,-0.1,4,2,2,37.6,554,-10,B
,2025.11.24,福島,3福6,2勝,五色沼特･2勝,3,6,ノーランサンライズ,牝,3,小崎綾也, 54 ,16,7,１, ,芝1800,良,,(栗),佐藤悠太,1475,-0.0,4,4,6,34.8,494,+2,
,2025.11.24,福島,3福6,1勝,磐梯山特･1勝,2,4,カーミングライツ,牡,3,横山和生, 56 ,16,1,１, ,芝2600,良,,(美),小島茂之,2398,-0.2,7,1,1,35.5,522,0,
,2025.11.24,福島,3福6,1勝,１勝ｸﾗｽ,3,6,バンブルビー,牡,3,石田拓郎,54▲,16,3,１, ,芝1200,良,,(美),小西一男,1087,-0.1,,7,7,34.2,470,+6,
,2025.11.24,福島,3福6,1勝,１勝ｸﾗｽ,6,11,レグザゴン,牝,4,吉村誠之,55☆,16,8,１, ,ダ1150,良,,(美),斎藤誠,1087,-0.1,,1,1,36.6,462,0,B
,2025.11.24,福島,3福6,未勝利,未勝利*,1,2,ジャスパールビー,牝,2,田山旺佑,52▲,16,3,１, ,芝1200,良,,(栗),森秀行,1090,-0.0,,1,1,34.9,436,-2,
,2025.11.24,福島,3福6,新馬,新馬,8,16,ファンクション,牝,2,斎藤新, 55 ,16,7,１, ,芝1800,良,,(美),斎藤誠,1506,-0.1,2,2,2,34.4,438,,
,2025.11.24,福島,3福6,未勝利,障害未勝利,8,13,オステリア,牡,6,高田潤, 60 ,14,1,１, ,芝2770,良,*,(栗),宮本博,3023,-0.2,2,2,1,13.2,522,-2,
,2025.11.24,福島,3福6,1勝,１勝ｸﾗｽ・若,3,5,マナエトレ,牡,3,吉村誠之,55☆,15,2,１, ,ダ1700,良,,(栗),清水久詞,1469,-0.2,5,6,4,38.1,476,+6,
,2025.11.24,福島,3福6,1勝,１勝ｸﾗｽ・牝,6,11,ステラスプレンダー,牝,4,小沢大仁, 56 ,15,13,１, ,ダ1700,良,,(栗),石坂公一,1468,-0.0,2,2,2,39.1,452,-2,B
,2025.11.24,福島,3福6,未勝利,未勝利*,8,16,ルクスレイモンド,牡,2,荻野極, 56 ,16,1,１, ,ダ1150,良,,(美),上原佑紀,1093,-0.4,,3,2,37.4,488,+12,
,2025.11.22,福島,3福5,1勝,１勝ｸﾗｽ,6,11,ガットネロ,牝,5,斎藤新, 56 ,16,9,１, ,芝1200,良,,(栗),東田明士,1091,-0.2,,2,2,34.5,496,-2,
,2025.11.22,福島,3福5,Ｇ３,福島記念ＨG3,5,10,ニシノティアモ,牝,4,津村明秀, 54 ,16,2,１, ,芝2000,良,,(美),上原佑紀,1599,-0.2,2,2,2,34.0,444,+4,
,2025.11.22,福島,3福5,2勝,福島放送･2勝,3,6,ルージュアズライト,牝,5,荻野極, 56 ,16,2,１, ,ダ1150,良,,(美),森一誠,1087,-0.1,,3,3,37.0,456,+8,
,2025.11.22,福島,3福5,1勝,高湯温泉･1勝,3,6,バルナバ,牡,3,佐々木大, 56 ,16,8,１, ,芝1800,良,,(栗),浜田多実,1485,-0.0,6,7,8,34.1,502,-18,
,2025.11.22,福島,3福5,1勝,１勝ｸﾗｽ・牝,3,5,ヨヒーン,牝,3,鮫島克駿, 54 ,16,2,１, ,芝2000,良,,(栗),杉山晴紀,1583,-0.3,11,8,5,34.7,458,-4,B
,2025.11.22,福島,3福5,未勝利,未勝利*,2,3,アロンソア,牡,2,川又賢治, 56 ,16,4,１, ,芝1800,良,,(栗),牧田和弥,1481,-0.1,5,5,4,35.1,430,-12,
,2025.11.22,福島,3福5,1勝,１勝ｸﾗｽ,4,7,マテンロウブレイブ,牡,3,横山典弘, 56 ,15,1,１, ,ダ1700,良,,(栗),高橋亮,1461,-0.1,14,14,13,37.3,484,-2,
,2025.11.22,福島,3福5,ｵｰﾌﾟﾝ,障害・オープ,3,4,エンデュミオン,牡,8,鷲頭虎太,58▲,14,2,１, ,芝3380,良,,(栗),清水久詞,3441,-0.0,8,6,5,13.3,462,-10,
,2025.11.22,福島,3福5,未勝利,障害未勝利,4,5,マルベリーシチー,牡,5,上野翔, 60 ,14,1,１, ,芝2770,良,,(美),奥平雅士,3015,-0.6,1,1,1,13.1,500,0,
,2025.11.22,福島,3福5,未勝利,未勝利*,6,10,ブリッジエフェクト,牡,2,斎藤新, 56 ,15,1,１, ,ダ1700,良,,(美),斎藤誠,1479,-0.5,8,7,6,39.1,530,0,
,2025.11.22,福島,3福5,1勝,１勝ｸﾗｽ,3,5,ビーアイフォルテ,牝,3,鮫島克駿, 55 ,16,12,１, ,ダ1150,良,,(栗),牧田和弥,1096,-0.2,,2,2,37.6,438,-8,
,2025.11.22,福島,3福5,未勝利,未勝利・牝*,5,8,ウィングブルー,牝,2,斎藤新, 55 ,14,2,１, ,ダ1700,良,,(美),斎藤誠,1480,-0.4,1,1,1,39.3,498,+2,
,2025.11.16,福島,3福4,1勝,１勝ｸﾗｽ,5,9,ファイナルヒート,牡,5,舟山瑠泉,55▲,16,6,１, ,芝2000,良,,(美),古賀慎明,2011,-0.1,13,1,1,35.2,506,-8,B
,2025.11.16,福島,3福4,OP(L),福島民友(L),6,10,ポッドロゴ,牡,4,長岡禎仁, 57 ,15,3,１, ,ダ1700,良,*,(栗),西園正都,1453,-0.0,8,9,8,37.3,474,+4,
,2025.11.16,福島,3福4,2勝,三陸特別･2勝,6,11,ローザサンリヴァル,牡,4,亀田温心, 58 ,16,2,１, ,芝2600,良,,(栗),高野友和,2414,-0.2,11,7,5,34.6,506,0,
,2025.11.16,福島,3福4,ｵｰﾌﾟﾝ,福島２歳,4,8,タマモイカロス,牡,2,高杉吏麒, 56 ,16,1,１, ,芝1200,良,,(栗),藤岡健一,1092,-0.1,,5,6,35.2,534,+10,
,2025.11.16,福島,3福4,1勝,１勝ｸﾗｽ・若,7,13,ディニトーソ,牡,3,今村聖奈,55◇,16,2,１, ,ダ1150,良,,(栗),辻野泰之,1095,-0.1,,6,8,37.5,466,-2,
,2025.11.16,福島,3福4,1勝,１勝ｸﾗｽ,7,13,モーデン,牡,7,荻野琢真, 58 ,16,10,１, ,芝1200,良,,(栗),加藤公太,1090,-0.1,,8,9,34.6,488,+10,
,2025.11.16,福島,3福4,新馬,新馬,8,14,ロンギングフォユー,牝,2,荻野極, 55 ,15,1,１, ,ダ1700,良,,(美),大竹正博,1469,-1.1,2,1,1,38.3,474,,
,2025.11.16,福島,3福4,未勝利,障害未勝利,7,8,ホークフィールド,牡,4,高田潤, 60 ,11,1,１, ,芝2750,良,,(栗),武英智,3016,-0.5,3,2,1,13.2,490,+6,
,2025.11.16,福島,3福4,未勝利,障害未勝利,1,1,ウォーターリーダー,牡,5,高田潤, 60 ,10,3,１, ,芝2750,良,,(栗),藤野健太,3005,-0.3,2,2,2,13.1,450,-4,
,2025.11.16,福島,3福4,1勝,１勝ｸﾗｽ,8,14,ユウェンタース,牝,3,荻野極, 54 ,15,8,１, ,ダ1700,良,,(栗),宮徹,1460,-0.2,7,4,3,38.3,476,-10,
,2025.11.16,福島,3福4,1勝,１勝ｸﾗｽ・牝,7,12,シェリルファミーユ,牝,3,荻野極, 54 ,15,5,１, ,ダ1700,良,,(栗),橋口慎介,1462,-0.2,12,11,8,37.7,446,+10,
,2025.11.16,福島,3福4,未勝利,未勝利*,3,5,ドナシェーン,牝,2,荻野極, 55 ,16,1,１, ,ダ1150,良,,(美),栗田徹,1088,-0.3,,3,3,36.9,450,-4,
,2025.11.15,福島,3福3,1勝,１勝ｸﾗｽ・牝,4,8,マリノトニトゥルス,牝,3,菊沢一樹, 55 ,16,5,１, ,芝1200,良,,(美),武市康男,1092,-0.0,,1,1,35.7,470,+26,
,2025.11.15,福島,3福3,3勝,フルーツ･3勝,5,10,メイショウカゼマチ,牡,5,中井裕二, 58 ,16,12,１, ,ダ1150,良,,(栗),角田晃一,1086,-0.1,,5,5,36.5,458,+2,
,2025.11.15,福島,3福3,2勝,西郷特Ｈ･2勝,8,15,テーオールビー,牝,4,長岡禎仁, 53 ,15,5,１, ,ダ1700,良,,(栗),宮徹,1459,-0.1,1,1,1,37.1,458,-4,
,2025.11.15,福島,3福3,1勝,土湯温泉･1勝,1,1,マテンロウギフト,牡,3,斎藤新, 56 ,16,6,１, ,芝1800,良,,(栗),茶木太樹,1469,-0.0,6,5,2,35.9,464,-2,
,2025.11.15,福島,3福3,1勝,１勝ｸﾗｽ,1,1,ブリヤディアマンテ,牡,3,吉田豊, 56 ,16,7,１, ,芝2600,良,,(美),小島茂之,2406,-0.0,10,8,7,36.3,472,-4,
,2025.11.15,福島,3福3,1勝,１勝ｸﾗｽ・若,5,10,クインズスピカ,牝,4,舟山瑠泉,53▲,16,10,１, ,芝1200,良,,(美),村田一誠,1093,-0.0,,2,2,34.8,476,-16,B
,2025.11.15,福島,3福3,1勝,１勝ｸﾗｽ,8,16,オオタチ,牡,3,吉田隼人, 56 ,16,2,１, ,ダ2400,良,,(美),久保田貴,2346,-0.1,14,10,5,38.9,452,+2,B
,2025.11.15,福島,3福3,新馬,新馬,5,9,ショウグンマサムネ,牡,2,荻野極, 56 ,16,2,１, ,芝2000,良,,(栗),佐藤悠太,2029,-0.1,5,6,4,36.5,472,,
,2025.11.15,福島,3福3,未勝利,未勝利*,1,2,ロンドンオービタル,牝,2,石川裕紀, 55 ,16,2,１, ,芝1200,良,*,(美),岩戸孝樹,1089,-0.1,,4,4,35.2,440,-2,
,2025.11.15,福島,3福3,未勝利,未勝利*,3,5,アメティスタ,牝,2,西塚洸二,54☆,16,1,１, ,芝2000,良,,(栗),牧浦充徳,2011,-0.1,5,5,5,35.7,470,+8,
,2025.11.15,福島,3福3,1勝,１勝ｸﾗｽ,2,4,プレゼンティーア,牝,4,松本大輝,55☆,16,2,１, ,ダ1150,良,,(栗),田中克典,1090,-0.1,,1,1,37.5,490,0,B
,2025.11.15,福島,3福3,未勝利,未勝利*,2,3,ロミオ,牡,2,荻野極, 56 ,15,3,１, ,ダ1700,良,,(美),上原佑紀,1468,-0.9,4,4,4,37.1,504,+6,
,"2025.11. 9",福島,3福2,1勝,１勝ｸﾗｽ,7,13,バンディート,牡,5,角田大和, 58 ,16,4,１, ,芝1200,良,,(栗),東田明士,1091,-0.3,,2,2,35.3,508,-8,
,"2025.11. 9",福島,3福2,ｵｰﾌﾟﾝ,みちのく,3,6,レイピア,牡,3,丸山元気, 56 ,16,1,１, ,芝1200,良,,(栗),中竹和也,1083,-0.2,,1,1,34.8,502,-8,
,"2025.11. 9",福島,3福2,2勝,河北新報･2勝,4,6,アレナパラシオ,牡,4,富田暁, 58 ,15,12,１, ,ダ1700,良,,(栗),四位洋文,1455,-0.0,1,1,1,37.8,480,+2,
,"2025.11. 9",福島,3福2,1勝,二本松特･1勝,4,7,エリム,牝,5,原田和真, 56 ,16,7,１, ,芝1800,良,,(美),上原博之,1477,-0.0,13,13,6,34.9,454,+10,
,"2025.11. 9",福島,3福2,1勝,１勝ｸﾗｽ,5,10,バーケンヘッド,牡,3,石神深道,53▲,16,13,１, ,芝2600,良,,(美),武井亮,2425,-0.2,5,6,6,34.9,420,0,
,"2025.11. 9",福島,3福2,1勝,１勝ｸﾗｽ,4,7,ホウオウブースター,牡,3,杉原誠人, 57 ,16,9,１, ,芝1200,良,,(美),高柳瑞樹,1091,-0.2,,3,3,34.7,438,+4,
