Ｍ,日付(yyyy.mm.dd),場所,開催,クラス名,レース名,枠番,馬番,馬名,性別,年齢,騎手,斤量,頭数,人気,着順,芝(内・外),距離,馬場状態,多頭出し,所属,調教師,走破タイム,着差,2角,3角,4角,上り3F,馬体重,馬体重増減,ブリンカー
,"2026. 3.29",中京,1名6,2勝,鈴鹿特別･2勝,6,11,コーラルクラウン,牡,4,川田将雅, 58 ,16,1,１, ,ダ1400,良,,(栗),福永祐一,1245,-0.1,,3,3,36.3,484,-4,
,"2026. 3.29",中京,1名6,Ｇ１,高松宮記G1,5,9,サトノレーヴ,牡,7,ルメール, 58 ,18,1,１, ,芝1200,良,,(美),堀宣行,1063,-0.3,,10,10,32.4,530,-2,
,"2026. 3.29",中京,1名6,3勝,伊勢ＳＨ･3勝,5,8,ゴールデンクラウド,牡,4,西村淳也, 57 ,15,1,１, ,ダ1900,良,,(栗),小林真也,1586,-0.1,2,2,2,36.8,526,-6,
,"2026. 3.29",中京,1名6,1勝,１勝ｸﾗｽ,3,6,アンダーザライト,牡,4,団野大成, 58 ,16,2,１, ,芝1600,良,,(美),宮田敬介,1337,-0.0,5,4,5,33.6,532,-2,
,"2026. 3.29",中京,1名6,1勝,大寒桜賞･1勝,7,7,テルヒコウ,牡,3,西村淳也, 57 ,7,4,１, ,芝2200,良,,(栗),矢作芳人,2141,-0.1,1,1,1,34.6,482,0,
,"2026. 3.29",中京,1名6,1勝,１勝ｸﾗｽ・牝,8,12,アイブリンク,牝,4,松山弘平, 56 ,13,2,１, ,ダ1800,良,,(栗),大久保龍,1539,-0.0,10,8,8,36.9,472,-6,
,"2026. 3.29",中京,1名6,1勝,１勝ｸﾗｽ,4,5,メイショウアイル,牡,4,武豊, 57 ,13,6,１, ,芝2200,良,,(栗),高橋義忠,2116,-0.3,3,3,3,34.4,478,-2,
,"2026. 3.29",中京,1名6,未勝利,未勝利,4,7,エンジョイドアスク,牝,3,ルメール, 55 ,16,1,１, ,芝2000,良,,(美),堀宣行,2024,-0.2,8,6,6,33.8,484,,
,"2026. 3.29",中京,1名6,未勝利,未勝利,1,2,メローネ,牝,3,松山弘平, 55 ,18,2,１, ,芝1200,良,,(栗),西園翔太,1088,-0.1,,4,6,34.0,410,+8,
,"2026. 3.29",中京,1名6,未勝利,未勝利,4,7,ロイヤルスパイア,牡,3,川田将雅, 57 ,15,1,１, ,ダ1200,良,,(美),栗田徹,1130,-0.1,,3,3,36.6,460,0,
,"2026. 3.29",中京,1名6,未勝利,未勝利,1,1,メイショウペイト,牡,3,加藤祥太, 57 ,14,9,１, ,ダ1900,良,,(栗),梅田智之,2021,-0.0,10,11,8,37.3,528,-2,
,"2026. 3.29",中京,1名6,未勝利,未勝利・牝,6,12,ルビドゥソレイユ,牝,3,ルメール, 55 ,16,1,１, ,ダ1400,良,,(栗),田中克典,1250,-0.2,,3,3,36.9,474,-2,
,"2026. 3.28",中京,1名5,2勝,フィリピ･2勝,6,11,ノクナレア,牝,4,吉田隼人, 56 ,16,1,１, ,芝1400,良,,(栗),今野貞一,1210,-0.0,,5,5,33.7,448,-4,
,"2026. 3.28",中京,1名5,3勝,マレーシ･3勝,1,2,ルージュソリテール,牝,4,西塚洸二, 56 ,16,1,１, ,芝1600,良,,(栗),藤原英昭,1322,-0.1,4,4,4,34.0,428,-6,
,"2026. 3.28",中京,1名5,2勝,ターフオ･2勝,6,8,ディーガレジェンド,牡,5,西塚洸二, 58 ,12,7,１, ,芝2200,良,,(栗),藤原英昭,2153,-0.1,1,1,1,33.7,470,0,B
,"2026. 3.28",中京,1名5,1勝,ロイヤル･1勝,3,3,ディズレーリ,セ,6,小沢大仁, 58 ,9,8,１, ,ダ1900,稍,,(美),池上昌和,1596,-0.3,8,5,4,37.5,520,-4,B
,"2026. 3.28",中京,1名5,1勝,１勝ｸﾗｽ,5,9,ダノンカゼルタ,セ,4,舟山瑠泉,55▲,15,9,１, ,芝2000,良,,(栗),寺島良,2014,-0.0,4,3,3,33.9,492,-2,
,"2026. 3.28",中京,1名5,1勝,１勝ｸﾗｽ・牝,1,1,キスアンドクライ,牝,4,小沢大仁, 56 ,16,4,１, ,芝1600,良,,(栗),橋口慎介,1344,-0.2,2,2,2,33.8,452,+6,
,"2026. 3.28",中京,1名5,1勝,１勝ｸﾗｽ,1,1,ホウオウゴールド,牡,4,高杉吏麒, 58 ,16,3,１, ,ダ1400,稍,,(美),栗田徹,1241,-0.2,,12,11,35.6,478,-2,
,"2026. 3.28",中京,1名5,未勝利,未勝利,7,12,マイバレンタイン,牡,3,田口貫太, 57 ,15,4,１, ,芝2200,良,,(栗),池江泰寿,2132,-0.0,3,4,3,35.8,512,-2,
,"2026. 3.28",中京,1名5,未勝利,未勝利・若,6,9,アスクドゥチャンプ,牡,3,西塚洸二, 57 ,14,2,１, ,ダ1800,稍,,(栗),藤原英昭,1541,-0.0,11,8,7,37.7,490,-8,B
,"2026. 3.28",中京,1名5,未勝利,未勝利,1,2,ラプランセス,牝,3,岩田康誠, 55 ,16,1,１, ,芝1600,良,,(美),斎藤誠,1344,-0.0,1,1,1,34.8,468,+6,
,"2026. 3.28",中京,1名5,未勝利,未勝利・牝,8,13,キタノサリスカ,牝,3,川端海翼,52▲,13,11,１, ,ダ1800,稍,,(栗),羽月友彦,1552,-0.4,3,3,2,38.6,426,+4,
,"2026. 3.28",中京,1名5,未勝利,未勝利,3,6,リサシテーション,牡,3,柴田裕一,55△,16,8,１, ,ダ1400,稍,,(栗),岡田稲男,1249,-0.2,,13,13,36.6,466,+8,
,"2026. 3.22",中京,1名4,1勝,１勝ｸﾗｽ,3,6,シルフズミスチーフ,牝,4,今村聖奈,54◇,16,1,１, ,ダ1200,良,,(栗),池江泰寿,1122,-0.0,,4,4,36.5,464,+4,
,"2026. 3.22",中京,1名4,Ｇ３,愛知杯G3,8,18,アイサンサン,牝,4,幸英明, 55 ,18,12,１, ,芝1400,良,,(栗),橋田宜長,1196,-0.0,,1,1,34.2,458,-4,
,"2026. 3.22",中京,1名4,2勝,弥富特別･2勝,5,9,タイセイアディクト,牡,5,横山武史, 58 ,16,5,１, ,ダ1900,良,,(美),池上昌和,1595,-0.1,14,9,8,36.8,500,-8,
,"2026. 3.22",中京,1名4,1勝,フローラ･1勝,7,8,テーオーアルアイン,牡,3,団野大成, 57 ,10,8,１, ,芝1600,良,,(栗),奥村豊,1337,-0.2,7,7,7,33.1,482,-4,
,"2026. 3.22",中京,1名4,1勝,１勝ｸﾗｽ,6,12,チムグクル,牡,4,小崎綾也, 58 ,18,1,１, ,芝1400,良,,(栗),福永祐一,1203,-0.0,,7,6,34.0,452,0,
,"2026. 3.22",中京,1名4,1勝,１勝ｸﾗｽ,7,13,テルアスワッド,セ,4,田山旺佑,55▲,15,8,１, ,ダ1800,良,,(栗),須貝尚介,1543,-0.2,1,2,2,37.0,486,-6,B
,"2026. 3.22",中京,1名4,1勝,１勝ｸﾗｽ・牝,1,2,サラスヴァティー,牝,4,横山武史, 56 ,17,1,１, ,芝2000,良,,(美),森一誠,1595,-0.1,3,3,3,34.4,474,-4,
,"2026. 3.22",中京,1名4,未勝利,未勝利,2,3,エンヴェロップ,牝,3,吉村誠之, 55 ,16,6,１, ,芝1600,良,,(栗),佐藤悠太,1339,-0.1,3,5,3,34.7,452,-8,
,"2026. 3.22",中京,1名4,未勝利,未勝利,6,11,ロザーンジュ,牝,3,今村聖奈,53◇,15,4,１, ,芝2000,良,,(栗),寺島良,2003,-0.1,7,7,8,35.0,426,-2,
,"2026. 3.22",中京,1名4,未勝利,未勝利,8,14,ルーナディサングエ,牡,3,菅原隆一, 57 ,15,9,１, ,ダ1800,良,,(美),天間昭一,1547,-0.2,5,2,4,37.9,466,+14,
,"2026. 3.22",中京,1名4,未勝利,未勝利,2,4,スタームーンナイト,牡,3,横山武史, 57 ,16,2,１, ,ダ1400,良,,(美),中舘英二,1251,-1.3,,1,1,38.3,510,+12,B
,"2026. 3.22",中京,1名4,未勝利,未勝利・牝,6,10,セレーノ,牝,3,田山旺佑,52▲,14,4,１, ,ダ1800,良,,(栗),高橋亮,1550,-0.1,1,1,1,37.8,446,+2,
,"2026. 3.21",中京,1名3,1勝,１勝ｸﾗｽ,3,3,ベストシーン,牡,4,嶋田純次, 58 ,14,3,１, ,芝1600,良,,(美),手塚貴久,1341,-0.3,3,4,5,33.4,476,+6,B
,"2026. 3.21",中京,1名3,Ｇ３,ファルコG3,5,9,ダイヤモンドノット,牡,3,川田将雅, 57 ,17,1,１, ,芝1400,良,,(栗),福永祐一,1198,-0.2,,5,4,33.6,474,+2,
,"2026. 3.21",中京,1名3,3勝,豊明ＳＨ･3勝,7,13,ドラゴンテイラー,牡,4,横山武史, 56 ,16,2,１, ,ダ1400,良,,(栗),藤原英昭,1233,-0.4,,3,2,36.5,532,-4,B
,"2026. 3.21",中京,1名3,2勝,岡崎特別･2勝,1,1,ミトノオルフェ,牡,4,三浦皇成, 58 ,10,4,１, ,芝1400,良,,(栗),前川恭子,1200,-0.2,,7,7,34.1,510,-8,
,"2026. 3.21",中京,1名3,1勝,１勝ｸﾗｽ,7,11,エアビッグマム,牝,4,西塚洸二, 56 ,13,3,１, ,芝2000,良,,(栗),笹田和秀,1597,-0.1,4,4,4,34.3,512,+2,
,"2026. 3.21",中京,1名3,1勝,１勝ｸﾗｽ,4,7,ジェミート,牡,4,舟山瑠泉,55▲,16,2,１, ,ダ1400,良,,(栗),四位洋文,1243,-0.3,,12,12,35.9,492,+6,B
,"2026. 3.21",中京,1名3,未勝利,未勝利,2,4,ペアレンツギフト,牝,3,川田将雅, 55 ,18,2,１, ,芝1400,良,,(栗),中内田充,1211,-0.1,,6,5,34.4,440,+6,
,"2026. 3.21",中京,1名3,未勝利,未勝利,5,9,エイシンウィスパー,牝,3,松若風馬, 55 ,18,3,１, ,芝2000,良,,(栗),今野貞一,2014,-0.1,2,2,2,35.4,476,-6,
,"2026. 3.21",中京,1名3,未勝利,未勝利・牝,8,16,レイクラシック,牝,3,横山武史, 55 ,18,2,１, ,芝2000,良,,(栗),新谷功一,2001,-0.3,6,5,5,35.0,484,-4,
,"2026. 3.21",中京,1名3,未勝利,未勝利,1,1,セルジュバローズ,牡,3,川田将雅, 57 ,13,1,１, ,ダ1900,良,,(栗),池江泰寿,2024,-0.5,1,1,1,38.4,504,+10,
,"2026. 3.21",中京,1名3,未勝利,未勝利・牝,5,10,ヴェルジーネ,牝,3,国分恭介, 55 ,16,5,１, ,ダ1200,良,,(栗),宮地貴稔,1132,-0.6,,8,8,37.1,438,-8,
,"2026. 3.21",中京,1名3,未勝利,未勝利,8,13,コルヴァス,牡,3,川田将雅, 57 ,13,1,１, ,ダ1800,良,,(栗),矢作芳人,1557,-0.1,3,3,3,38.3,480,-10,
,"2026. 3.15",中京,1名2,1勝,１勝ｸﾗｽ,7,13,ヴェントゥーラ,牝,4,舟山瑠泉,53▲,18,1,１, ,芝1200,良,,(栗),小栗実,1075,-0.2,,1,1,34.1,480,-6,
,"2026. 3.15",中京,1名2,Ｇ２,金鯱賞G2,6,9,シェイクユアハート,牡,6,古川吉洋, 57 ,14,8,１, ,芝2000,良,,(栗),宮徹,1581,-0.0,11,12,10,33.5,462,+4,
,"2026. 3.15",中京,1名2,ｵｰﾌﾟﾝ,昇竜Ｓ,4,4,スマートジュリアス,牡,3,武豊, 57 ,12,4,１, ,ダ1400,良,,(栗),中村直也,1240,-0.1,,4,3,36.0,476,-8,
,"2026. 3.15",中京,1名2,2勝,伊良湖特･2勝,8,16,ランウインディ,牝,5,岩田望来, 56 ,16,4,１, ,ダ1200,良,,(栗),中尾秀正,1124,-0.0,,2,2,36.0,474,-6,
,"2026. 3.15",中京,1名2,1勝,１勝ｸﾗｽ,7,10,エリーナストーム,牝,4,三浦皇成, 56 ,12,1,１, ,芝2000,良,,(美),鹿戸雄一,1596,-0.3,7,7,7,34.1,522,+4,B
,"2026. 3.15",中京,1名2,1勝,１勝ｸﾗｽ,1,1,オリーブグリーン,牡,4,岩田望来, 58 ,15,1,１, ,ダ1800,良,,(栗),矢作芳人,1534,-0.2,6,6,3,36.9,532,-8,
,"2026. 3.15",中京,1名2,1勝,１勝ｸﾗｽ・牝,1,2,アクアマリーナ,牝,4,岩田望来, 56 ,16,5,１, ,ダ1400,良,,(美),伊坂重信,1239,-0.2,,1,1,36.5,466,+8,
,"2026. 3.15",中京,1名2,未勝利,未勝利,1,1,メイショウナルカミ,牡,3,川田将雅, 57 ,15,2,１, ,芝2200,良,,(栗),安達昭夫,2125,-0.0,4,3,3,35.6,492,-6,
,"2026. 3.15",中京,1名2,未勝利,未勝利,8,17,タイキプレジール,牡,3,岩田望来, 57 ,18,3,１, ,芝1400,良,,(美),矢野英一,1211,-0.2,,8,8,34.8,494,-2,
,"2026. 3.15",中京,1名2,未勝利,未勝利・牝,1,1,スリラーナイト,牝,3,松山弘平, 55 ,16,2,１, ,芝1600,良,,(栗),長谷川浩,1349,-0.1,4,4,4,34.5,444,0,
,"2026. 3.15",中京,1名2,未勝利,未勝利,1,1,オオツカ,牡,3,松山弘平, 57 ,13,1,１, ,ダ1800,良,,(栗),大久保龍,1541,-0.0,1,1,1,37.2,444,0,
,"2026. 3.15",中京,1名2,未勝利,未勝利,7,14,タイセイモノリス,牡,3,岩田望来, 57 ,16,2,１, ,ダ1400,良,,(美),栗田徹,1250,-0.5,,2,2,37.3,482,+2,
,"2026. 3.14",中京,1名1,1勝,１勝ｸﾗｽ・牝,8,16,カウンティフェア,牝,4,ディー, 56 ,18,2,１, ,芝1400,良,*,(栗),高野友和,1210,-0.0,,4,3,34.8,456,-2,B
,"2026. 3.14",中京,1名1,2勝,中京スＨ･2勝,5,7,テーオーマルコーニ,牡,4,高杉吏麒, 57 ,14,1,１, ,ダ1800,良,,(栗),奥村豊,1541,-0.0,3,6,6,36.2,496,-8,
,"2026. 3.14",中京,1名1,2勝,茶臼山高･2勝,1,1,シンゼンカガ,牡,4,吉田隼人, 58 ,10,4,１, ,芝2000,良,,(栗),荒川義之,1589,-0.2,8,9,9,34.6,456,+2,
,"2026. 3.14",中京,1名1,1勝,鶴舞特別･1勝,7,8,ニュークレド,牡,4,鮫島克駿, 57 ,10,2,１, ,芝2200,良,,(栗),石坂公一,2114,-0.4,9,8,7,35.0,436,-2,
,"2026. 3.14",中京,1名1,1勝,１勝ｸﾗｽ,6,12,ゲーベル,牡,5,高杉吏麒, 58 ,16,1,１, ,ダ1200,良,,(栗),渡辺薫彦,1123,-0.2,,1,1,36.9,528,+8,B
,"2026. 3.14",中京,1名1,1勝,１勝ｸﾗｽ,1,1,スナークピカソ,牡,4,吉田隼人, 58 ,16,4,１, ,芝1600,良,,(栗),高橋一哉,1335,-0.3,7,7,7,33.9,480,-6,
,"2026. 3.14",中京,1名1,1勝,１勝ｸﾗｽ*,6,11,ドンエレクトス,牡,3,浜中俊, 57 ,16,2,１, ,ダ1800,良,,(美),高木登,1527,-0.4,9,3,3,37.3,466,0,
,"2026. 3.14",中京,1名1,未勝利,未勝利,3,5,ミッキージャンプ,牡,3,高杉吏麒, 57 ,18,3,１, ,芝2000,良,*,(栗),池江泰寿,2004,-0.5,1,1,1,35.0,466,+6,
,"2026. 3.14",中京,1名1,未勝利,未勝利・若,6,11,ルージュリリック,牝,3,舟山瑠泉,52▲,16,3,１, ,芝1600,良,,(美),上原佑紀,1342,-0.2,2,2,2,34.4,464,-6,
,"2026. 3.14",中京,1名1,未勝利,未勝利,1,1,アビラーシャ,牡,3,浜中俊, 57 ,13,4,１, ,ダ1900,良,*,(栗),武幸四郎,2032,-0.1,4,3,3,37.5,472,+2,
,"2026. 3.14",中京,1名1,未勝利,未勝利,5,9,ゴーゴーパンチ,牡,3,永島まな,55◇,16,3,１, ,ダ1200,良,,(美),天間昭一,1132,-0.0,,4,4,37.1,480,-4,
,"2026. 3.14",中京,1名1,未勝利,未勝利・牝,5,5,ヴェールミューズ,牝,3,高杉吏麒, 55 ,10,1,１, ,ダ1800,良,,(栗),浜田多実,1550,-1.0,2,2,2,38.5,430,+2,
,2025.12.21,中京,5名6,2勝,尾張特Ｈ･2勝,8,17,リチャードバローズ,牡,4,菅原明良, 56 ,18,4,１, ,芝1400,稍,,(栗),上村洋行,1219,-0.1,,14,14,34.1,516,+12,
,2025.12.21,中京,5名6,ｵｰﾌﾟﾝ,コールド,8,15,ダノンフィーゴ,牡,3,菅原明良, 57 ,16,1,１, ,ダ1400,稍,,(栗),友道康夫,1225,-0.1,,7,7,35.8,464,-10,
,2025.12.21,中京,5名6,2勝,名古屋日･2勝,2,2,ディヴァインスター,牡,3,菅原明良, 57 ,10,4,１, ,芝2000,稍,,(美),林徹,2029,-0.1,2,2,2,35.6,496,+12,
,2025.12.21,中京,5名6,1勝,寒椿賞･1勝*,1,2,カタリテ,牡,2,高杉吏麒, 56 ,16,1,１, ,ダ1400,稍,,(栗),北出成人,1245,-0.2,,2,2,37.2,462,0,
,2025.12.21,中京,5名6,1勝,１勝ｸﾗｽ,1,2,ミトノオルフェ,牡,3,菅原明良, 57 ,16,5,１, ,芝1600,稍,,(栗),前川恭子,1358,-0.0,5,3,3,35.4,516,-6,
,2025.12.21,中京,5名6,1勝,１勝ｸﾗｽ・若,3,6,エメラヴィ,牝,3,斎藤新, 55 ,16,2,１, ,ダ1200,稍,,(栗),松永幹夫,1117,-0.0,,4,4,36.3,448,-4,
,2025.12.21,中京,5名6,1勝,１勝ｸﾗｽ・牝,6,11,ノクナレア,牝,3,荻野極, 55 ,16,1,１, ,芝1600,稍,,(栗),今野貞一,1361,-0.2,6,8,8,34.9,452,+18,
,2025.12.21,中京,5名6,新馬,新馬,4,7,ペルセポネ,牝,2,河原田菜,51★,15,4,１, ,ダ1400,稍,,(栗),渡辺薫彦,1260,-0.2,,3,3,37.4,478,,
,2025.12.21,中京,5名6,未勝利,未勝利*,7,15,テルヴィセクス,牡,2,団野大成, 56 ,18,7,１, ,芝1400,稍,,(栗),斉藤崇史,1219,-0.0,,2,2,34.9,476,0,
,2025.12.21,中京,5名6,1勝,１勝ｸﾗｽ,6,11,ゼンエスポワール,牡,3,横山典弘, 57 ,16,1,１, ,ダ1800,稍,,(栗),飯田祐史,1531,-0.0,2,2,2,38.2,516,-4,
,2025.12.21,中京,5名6,1勝,１勝ｸﾗｽ,2,4,スプランドゥール,牡,4,石神深道,55▲,16,1,１, ,ダ1200,稍,,(美),和田雄二,1125,-0.2,,6,6,36.3,478,+8,
,2025.12.21,中京,5名6,未勝利,未勝利*,6,11,マッドゲイル,牡,2,鮫島克駿, 56 ,16,1,１, ,ダ1800,稍,,(美),上原佑紀,1552,-0.4,8,2,2,38.7,448,0,
,2025.12.20,中京,5名5,1勝,１勝ｸﾗｽ,3,6,ガンマジーティーピ,牡,3,丸山元気, 57 ,18,2,１, ,芝1400,稍,,(栗),渡辺薫彦,1208,-0.0,,6,7,34.7,464,0,
,2025.12.20,中京,5名5,3勝,尾頭橋Ｓ･3勝,6,6,メイショウズイウン,牡,3,松本大輝, 57 ,11,1,１, ,ダ1800,稍,,(栗),本田優,1525,-0.1,5,6,5,36.7,498,-2,
,2025.12.20,中京,5名5,2勝,ヤングジ･2勝,4,7,トルーマンテソーロ,牡,6,塩津璃菜, 58 ,16,8,１, ,ダ1400,稍,,(美),菊川正達,1253,-0.0,,4,4,37.4,530,-2,
,2025.12.20,中京,5名5,ｵｰﾌﾟﾝ,クリスマ,4,4,コラルリーフ,牝,2,鮫島克駿, 55 ,9,4,１, ,芝1200,稍,,(栗),佐藤悠太,1090,-0.2,,8,7,34.0,460,+4,
,2025.12.20,中京,5名5,1勝,ヤングジ･1勝,8,15,モアリジット,牡,4,古川奈穂, 58 ,16,6,１, ,芝2000,稍,*,(栗),西村真幸,2001,-0.1,2,1,1,35.9,510,+10,B
,2025.12.20,中京,5名5,1勝,１勝ｸﾗｽ,6,11,ペイドラロワール,牡,3,高杉吏麒, 57 ,16,8,１, ,ダ1400,稍,,(栗),清水久詞,1253,-0.1,,2,2,37.0,468,+10,
,2025.12.20,中京,5名5,1勝,１勝ｸﾗｽ,5,9,タガノヘラクレス,牡,4,高杉吏麒, 58 ,16,3,１, ,ダ1800,稍,,(栗),千田輝彦,1539,-0.9,3,3,3,37.6,518,+12,
,2025.12.20,中京,5名5,未勝利,未勝利*,5,10,ロードメルヴェイユ,牡,2,横山琉人, 56 ,18,2,１, ,芝2000,稍,,(栗),長谷川浩,2025,-0.0,6,5,5,35.1,466,-8,
,2025.12.20,中京,5名5,未勝利,未勝利・牝*,1,1,アンディムジーク,牝,2,西塚洸二,54☆,16,1,１, ,芝1600,稍,,(栗),渡辺薫彦,1353,-0.1,8,6,8,35.0,446,+10,B
,2025.12.20,中京,5名5,1勝,１勝ｸﾗｽ,2,4,スルーザナイト,牝,3,亀田温心, 55 ,16,4,１, ,ダ1900,稍,,(栗),西園翔太,1599,-0.5,1,2,1,38.0,490,-4,
,2025.12.20,中京,5名5,1勝,１勝ｸﾗｽ・牝,5,9,モリノアミーゴ,牝,3,小林美駒,52▲,16,3,１, ,ダ1400,稍,,(美),鈴木伸尋,1258,-0.3,,13,13,36.1,466,0,
,2025.12.20,中京,5名5,未勝利,未勝利*,5,9,ミヤラティーニ,牝,2,高杉吏麒, 55 ,16,1,１, ,ダ1200,稍,,(栗),東田明士,1136,-0.5,,4,4,37.8,428,+6,
,2025.12.14,中京,5名4,1勝,１勝ｸﾗｽ,2,3,ウインベアトリス,牝,3,石神深道,52▲,16,4,１, ,芝1600,稍,,(美),深山雅史,1356,-0.0,12,10,10,33.9,456,+6,
,2025.12.14,中京,5名4,3勝,知立Ｓ･3勝,7,7,モズナナスター,牝,3,丸山元気, 55 ,10,7,１, ,芝1200,稍,,(栗),矢作芳人,1087,-0.1,,5,5,34.0,460,+4,
,2025.12.14,中京,5名4,2勝,一宮特別･2勝,5,5,バルナバ,牡,3,斎藤新, 56 ,10,3,１, ,芝2200,稍,,(栗),浜田多実,2140,-0.1,6,3,3,34.7,504,+2,
,2025.12.14,中京,5名4,1勝,大須特別･1勝,5,5,レッドボブ,牡,3,亀田温心, 57 ,12,2,１, ,ダ1800,稍,,(栗),田中克典,1542,-0.1,3,3,3,39.5,524,-4,
,2025.12.14,中京,5名4,1勝,１勝ｸﾗｽ,8,16,キョウエイカンセ,牡,4,長浜鴻緒,56△,16,2,１, ,ダ1400,稍,,(美),萱野浩二,1251,-0.3,,6,4,37.0,498,-6,B
,2025.12.14,中京,5名4,1勝,１勝ｸﾗｽ・若,7,12,コウジョリョウゾク,牡,3,橋木太希,54▲,15,8,１, ,ダ1800,稍,,(栗),牧田和弥,1550,-0.1,13,13,11,37.7,478,0,
,2025.12.14,中京,5名4,1勝,１勝ｸﾗｽ・牝,6,11,テンミラクルスター,牝,3,今村聖奈,53◇,18,1,１, ,芝2000,稍,,(美),辻哲英,2012,-0.0,9,7,7,34.4,450,-8,
,2025.12.14,中京,5名4,新馬,新馬,4,4,ウルフ,牡,2,松本大輝,55☆,13,1,１, ,ダ1800,稍,,(栗),渡辺薫彦,1557,-0.5,4,3,2,37.9,498,,
,2025.12.14,中京,5名4,未勝利,未勝利*,6,9,グレーヌドジョワ,牡,2,富田暁, 56 ,13,2,１, ,芝2000,稍,,(栗),今野貞一,2020,-0.1,3,3,3,35.3,456,0,
,2025.12.14,中京,5名4,1勝,１勝ｸﾗｽ,1,2,ドラゴンテイラー,牡,3,和田陽希,54▲,16,1,１, ,ダ1200,稍,,(栗),藤原英昭,1117,-0.5,,1,1,36.1,532,+8,B
,2025.12.14,中京,5名4,未勝利,未勝利*,4,5,クラシオン,牡,2,菊沢一樹, 56 ,13,8,１, ,ダ1400,稍,,(美),菊沢隆徳,1259,-0.2,,3,3,38.4,470,+4,
,2025.12.14,中京,5名4,未勝利,未勝利・牝*,3,3,ブルーメサンライズ,牝,2,富田暁, 55 ,14,2,１, ,ダ1800,稍,*,(栗),石坂公一,1548,-0.4,4,3,2,39.3,462,-10,
,2025.12.13,中京,5名3,1勝,１勝ｸﾗｽ,4,7,クイーンズデイ,牝,3,国分恭介, 55 ,18,9,１, ,芝1200,良,,(栗),岡田稲男,1083,-0.1,,7,6,33.0,446,+2,
,2025.12.13,中京,5名3,Ｇ３,中日新聞ＨG3,4,8,シェイクユアハート,牡,5,古川吉洋,56.5,18,3,１, ,芝2000,良,,(栗),宮徹,1576,-0.2,9,9,10,33.2,458,0,
,2025.12.13,中京,5名3,2勝,鳴海特別･2勝,8,16,アラレタバシル,牡,4,丸山元気, 58 ,16,2,１, ,ダ1800,良,,(美),根本康広,1533,-0.1,13,5,5,36.6,466,-6,B
,2025.12.13,中京,5名3,1勝,つわぶき･1勝,6,6,プレセピオ,牝,2,富田暁, 55 ,11,8,１, ,芝1400,良,,(栗),笹田和秀,1199,-0.1,,2,2,34.8,474,+4,
,2025.12.13,中京,5名3,1勝,１勝ｸﾗｽ,2,3,マジックローズ,牝,3,西村淳也, 55 ,16,3,１, ,ダ1400,良,,(栗),中内田充,1245,-0.3,,1,1,37.5,440,-12,
,2025.12.13,中京,5名3,1勝,１勝ｸﾗｽ,2,4,パフュームセント,牝,4,池添謙一, 56 ,18,1,１, ,芝2200,良,,(栗),斉藤崇史,2110,-0.5,5,4,3,34.0,450,-4,
,2025.12.13,中京,5名3,1勝,１勝ｸﾗｽ・牝,5,10,カロローザ,牝,3,鷲頭虎太,53△,16,9,１, ,ダ1800,良,,(栗),松永幹夫,1538,-0.1,13,12,12,36.3,468,-6,
,2025.12.13,中京,5名3,新馬,新馬,7,9,イベントホライゾン,牡,2,松山弘平, 56 ,12,2,１, ,芝2000,良,,(栗),池江泰寿,2014,-0.3,6,4,3,33.4,488,,
,2025.12.13,中京,5名3,未勝利,未勝利*,5,6,イージーライダー,牡,2,西村淳也, 56 ,13,1,１, ,芝1600,良,,(栗),杉山晴紀,1343,-0.1,7,4,4,34.4,464,0,
,2025.12.13,中京,5名3,1勝,１勝ｸﾗｽ,7,9,ギュルヴィ,牡,3,武豊, 57 ,12,1,１, ,ダ1900,良,,(栗),大久保龍,2009,-0.4,3,4,2,38.0,514,+4,
,2025.12.13,中京,5名3,1勝,１勝ｸﾗｽ・牝,4,7,ノビル,牝,4,川端海翼,53▲,16,8,１, ,ダ1200,良,,(栗),鈴木孝志,1124,-0.0,,4,4,36.5,440,+4,
,2025.12.13,中京,5名3,未勝利,未勝利*,4,5,インシオン,牡,2,松山弘平, 56 ,14,1,１, ,ダ1800,良,,(栗),藤原英昭,1554,-0.3,1,1,2,37.4,504,+2,
,"2025.12. 7",中京,5名2,1勝,栄特別･1勝,6,6,ホウオウレイヴン,セ,3,坂井瑠星, 56 ,10,4,１, ,芝2200,良,,(栗),矢作芳人,2121,-0.0,3,3,3,34.2,454,+2,
,"2025.12. 7",中京,5名2,Ｇ１,チャンピG1,1,2,ダブルハートボンド,牝,4,坂井瑠星, 56 ,16,3,１, ,ダ1800,良,*,(栗),大久保龍,1502,-0.0,3,3,3,37.1,474,-2,
,"2025.12. 7",中京,5名2,2勝,志摩特Ｈ･2勝,6,8,キングメーカー,牡,3,ルメール, 55 ,13,3,１, ,芝1600,良,*,(栗),須貝尚介,1338,-0.2,12,6,6,33.2,490,-4,
,"2025.12. 7",中京,5名2,2勝,犬山特別･2勝,8,16,エイシンナデシコ,牝,3,原優介, 55 ,16,10,１, ,ダ1800,良,,(美),田中剛,1525,-0.3,4,4,4,38.0,442,0,
,"2025.12. 7",中京,5名2,1勝,１勝ｸﾗｽ,7,15,レーヴジーニアル,セ,4,吉田隼人, 58 ,18,7,１, ,芝1400,良,,(栗),松永幹夫,1204,-0.1,,4,4,34.0,488,+2,
